"CMS Certification Number (CCN)","Provider Name","Provider Address","City/Town","State","ZIP Code","Telephone Number","Provider SSA County Code","County/Parish","Urban","Ownership Type","Number of Certified Beds","Average Number of Residents per Day","Average Number of Residents per Day Footnote","Provider Type","Provider Resides in Hospital","Legal Business Name","Date First Approved to Provide Medicare and Medicaid Services","Chain Name","Chain ID","Number of Facilities in Chain","Chain Average Overall 5-star Rating","Chain Average Health Inspection Rating","Chain Average Staffing Rating","Chain Average QM Rating","Continuing Care Retirement Community","Special Focus Status","Abuse Icon","Most Recent Health Inspection More Than 2 Years Ago","Provider Changed Ownership in Last 12 Months","With a Resident and Family Council","Automatic Sprinkler Systems in All Required Areas","Overall Rating","Overall Rating Footnote","Health Inspection Rating","Health Inspection Rating Footnote","QM Rating","QM Rating Footnote","Long-Stay QM Rating","Long-Stay QM Rating Footnote","Short-Stay QM Rating","Short-Stay QM Rating Footnote","Staffing Rating","Staffing Rating Footnote","Reported Staffing Footnote","Physical Therapist Staffing Footnote","Reported Nurse Aide Staffing Hours per Resident per Day","Reported LPN Staffing Hours per Resident per Day","Reported RN Staffing Hours per Resident per Day","Reported Licensed Staffing Hours per Resident per Day","Reported Total Nurse Staffing Hours per Resident per Day","Total number of nurse staff hours per resident per day on the weekend","Registered Nurse hours per resident per day on the weekend","Reported Physical Therapist Staffing Hours per Resident Per Day","Total nursing staff turnover","Total nursing staff turnover footnote","Registered Nurse turnover","Registered Nurse turnover footnote","Number of administrators who have left the nursing home","Administrator turnover footnote","Nursing Case-Mix Index","Nursing Case-Mix Index Ratio","Case-Mix Nurse Aide Staffing Hours per Resident per Day","Case-Mix LPN Staffing Hours per Resident per Day","Case-Mix RN Staffing Hours per Resident per Day","Case-Mix Total Nurse Staffing Hours per Resident per Day","Case-Mix Weekend Total Nurse Staffing Hours per Resident per Day","Adjusted Nurse Aide Staffing Hours per Resident per Day","Adjusted LPN Staffing Hours per Resident per Day","Adjusted RN Staffing Hours per Resident per Day","Adjusted Total Nurse Staffing Hours per Resident per Day","Adjusted Weekend Total Nurse Staffing Hours per Resident per Day","Rating Cycle 1 Standard Survey Health Date","Rating Cycle 1 Total Number of Health Deficiencies","Rating Cycle 1 Number of Standard Health Deficiencies","Rating Cycle 1 Number of Complaint Health Deficiencies","Rating Cycle 1 Health Deficiency Score","Rating Cycle 1 Number of Health Revisits","Rating Cycle 1 Health Revisit Score","Rating Cycle 1 Total Health Score","Rating Cycle 2 Standard Health Survey Date","Rating Cycle 2/3 Total Number of Health Deficiencies","Rating Cycle 2 Number of Standard Health Deficiencies","Rating Cycle 2/3 Number of Complaint Health Deficiencies","Rating Cycle 2/3 Health Deficiency Score","Rating Cycle 2/3 Number of Health Revisits","Rating Cycle 2/3 Health Revisit Score","Rating Cycle 2/3 Total Health Score","Total Weighted Health Survey Score","Number of Facility Reported Incidents","Number of Substantiated Complaints","Number of Citations from Infection Control Inspections","Number of Fines","Total Amount of Fines in Dollars","Number of Payment Denials","Total Number of Penalties","Location","Latitude","Longitude","Geocoding Footnote","Processing Date"
"195535","Deridder Retirement & Rehab Center","1420 BLANKENSHIP DR","DERIDDER","LA","70634","3374639022","050","Beauregard","N",For profit - Limited Liability company,90,63.1,,Medicare and Medicaid,"N","DERIDDER RETIREMENT & REHABILITATION CENTER, LLC",2002-01-16,RIGHTCARE HEALTH SERVICES,806,13,2.6,3.0,2.7,1.8,N,,Y,N,N,Resident,Yes,1,,2,,2,,2,,1,,1,,,,2.29137,1.09958,0.19957,1.29915,3.59052,3.15933,0.15381,0.03167,47.2,,,27,1,,1.40545,1.02125,2.39764,0.88902,0.69783,3.98449,3.49722,2.22855,1.06944,0.19410,3.49209,3.07272,2024-08-21,6,4,2,56,1,0,56,2023-08-02,8,4,4,40,1,0,40,52.000,4,7,,2,24119.00,0,2,"1420 BLANKENSHIP DR,DERIDDER,LA,70634",30.8418,-93.31,,2025-10-01
"195536","Colonial Oaks Living Center","4312 ITHACA STREET","METAIRIE","LA","70006","5048876414","250","Jefferson","Y",For profit - Limited Liability company,110,88.1,,Medicare and Medicaid,"N","COLONIAL OAKS CARE CENTER OF METAIRIE",2001-12-06,PLANTATION MANAGEMENT COMPANY,406,16,1.6,2.2,1.3,1.8,N,,N,N,N,Resident,Yes,2,,2,,2,,3,,1,,2,,,,1.75391,1.50862,0.13925,1.64787,3.40179,2.85107,0.12444,0.00000,48.3,,,27,0,,1.26030,0.91578,2.15002,0.79721,0.62576,3.57299,3.13604,1.90229,1.63625,0.15103,3.68958,3.09227,2025-04-08,12,6,6,56,2,28,84,2024-04-11,10,7,3,48,1,0,48,75.000,0,26,0,0,0.00,0,0,"4312 ITHACA STREET,METAIRIE,LA,70006",30.0118,-90.181,,2025-10-01
"195537","The Guest House Care Center","10145 FLORIDA BLVD","BATON ROUGE","LA","70815","2252750111","160","E. Baton Rouge","Y",For profit - Corporation,104,95.8,,Medicare and Medicaid,"N","STT CORPORATION",2002-02-13,PLANTATION MANAGEMENT COMPANY,406,16,1.6,2.2,1.3,1.8,N,,N,N,N,Resident,Yes,1,,2,,3,,3,,,2,1,,,,1.70623,1.25985,0.13398,1.39383,3.10006,2.62525,0.09261,0.00000,55.0,,,27,1,,1.25850,0.91447,2.14695,0.79607,0.62487,3.56789,3.13157,1.85322,1.36839,0.14552,3.36713,2.85142,2025-04-30,12,10,2,68,1,0,68,2024-04-11,14,7,7,120,1,0,120,81.000,5,24,,3,33001.00,0,3,"10145 FLORIDA BLVD,BATON ROUGE,LA,70815",30.4571,-91.071,,2025-10-01
"195538","Alpine Skilled Nursing and Rehabilitation","2401 NORTH SERVICE ROAD","RUSTON","LA","71270","3182556492","300","Lincoln","N",For profit - Limited Liability company,144,104.1,,Medicare and Medicaid,"N","PMG OPCO-ALPINE LLC",2002-02-11,PRIORITY MANAGEMENT,425,37,2.5,2.9,1.4,3.2,N,,N,N,N,Resident,Yes,2,,4,,1,,1,,1,,1,,,,1.99808,0.99779,0.24214,1.23993,3.23801,2.66539,0.17065,0.10575,34.5,,,27,0,,1.36389,0.99104,2.32673,0.86273,0.67719,3.86665,3.39379,2.00253,1.00002,0.24268,3.24522,2.67133,2024-12-04,6,6,0,40,1,0,40,2023-11-29,8,6,4,40,1,0,40,40.000,0,12,0,0,0.00,0,0,"2401 NORTH SERVICE ROAD,RUSTON,LA,71270",32.4079,-92.774,,2025-10-01
"195539","Mansfield Nursing Center","1725 MCARTHUR DRIVE","MANSFIELD","LA","71052","3188729911","150","De Soto","Y",For profit - Limited Liability company,100,70.4,,Medicare and Medicaid,"N","MANSFIELD NURSING CENTER, LLC",1990-09-26,RIGHTCARE HEALTH SERVICES,806,13,2.6,3.0,2.7,1.8,N,,N,N,N,Resident,Yes,4,,4,,2,,2,,2,,2,,,,2.35190,1.05150,0.19338,1.24488,3.59678,3.01177,0.12686,0.01707,36.8,,,27,0,,1.30435,0.94778,2.22515,0.82507,0.64763,3.69785,3.24564,2.46473,1.10195,0.20266,3.76934,3.15626,2025-08-13,6,5,1,40,1,0,40,2024-08-14,5,4,1,36,1,0,36,39.000,1,10,0,0,0.00,0,0,"1725 MCARTHUR DRIVE,MANSFIELD,LA,71052",32.0397,-93.684,,2025-10-01
"195541","CHERRY RIDGE","5980 CHERRY RIDGE RD","BASTROP","LA","71220","3182816933","330","Morehouse","Y",For profit - Limited Liability company,110,83.3,,Medicare and Medicaid,"N","CHERRY RIDGE SKILLED NURSING FACILITY, LLC",2002-01-20,,,,,,,,N,,N,N,N,Resident,Yes,4,,4,,2,,1,,3,,2,,,,2.12029,1.00051,0.18409,1.18460,3.30489,2.88966,0.11152,0.02661,27.1,,,27,1,,1.24888,0.90748,2.13054,0.78998,0.62009,3.54061,3.10763,2.32069,1.09508,0.20149,3.61726,3.16278,2024-05-30,5,5,0,32,1,0,32,2023-05-17,6,2,4,28,1,0,28,31.000,1,3,,0,0.00,0,0,"5980 CHERRY RIDGE RD,BASTROP,LA,71220",32.7965,-91.892,,2025-10-01
"195542","THE OAKS","1000 MCKEEN PLACE","MONROE","LA","71201","3183875300","360","Ouachita","Y",For profit - Limited Liability company,125,64.5,,Medicare and Medicaid,"N","WOODLAWN MANOR, INC.",2002-03-22,,,,,,,,N,,N,N,N,Resident,Yes,2,,3,,1,,1,,1,,3,,,,2.58968,1.54701,0.22589,1.77289,4.36257,3.94024,0.15817,0.01583,61.3,,,27,0,,1.32060,0.95959,2.25288,0.83535,0.65570,3.74393,3.28608,2.68052,1.60127,0.23381,4.51560,4.07846,2025-06-11,7,7,6,44,1,0,44,2024-06-12,9,4,5,72,1,0,72,51.000,0,19,,1,27005.00,0,1,"1000 MCKEEN PLACE,MONROE,LA,71201",32.5227,-92.119,,2025-10-01
"195543","PONCHATOULA COMMUNITY CARE CENTER","1560 HIGHWAY 51","PONCHATOULA","LA","70454","9852292112","520","Tangipahoa","Y",Non profit - Corporation,140,118.2,,Medicare and Medicaid,"N","COMMCARE CORPORATION",2002-04-17,COMMCARE CORPORATION,150,14,2.6,2.5,3.2,3.6,N,,N,N,N,Resident,Yes,5,,5,,4,,5,,3,,3,,,,2.74278,1.53174,0.12711,1.65885,4.40162,3.60440,0.08585,0.04609,46.5,,,27,0,,1.32148,0.96023,2.25438,0.83590,0.65614,3.74642,3.28827,2.83710,1.58441,0.13148,4.55299,3.72836,2025-08-06,0,0,0,0,0,0,0,2024-08-15,9,7,5,40,1,0,40,10.000,0,11,,1,9750.00,0,1,"1560 HIGHWAY 51,PONCHATOULA,LA,70454",30.4514,-90.457,,2025-10-01
"195544","LANDMARK OF RAYNE","2021 CROWLEY RAYNE HIGHWAY","RAYNE","LA","70578","3377838101","000","Acadia","Y",For profit - Limited Liability company,130,96.4,,Medicare and Medicaid,"N","LANDMARK OF RAYNE LLC",2002-04-17,THE BEEBE FAMILY,779,48,2.7,3.1,3.1,1.8,N,,N,N,N,Both,Yes,1,,2,,1,,1,,1,,2,,,,3.27670,1.13962,0.36236,1.50198,4.77869,3.44454,0.15503,0.04230,65.9,,75.0,,,26,1.31813,0.95779,2.24866,0.83378,0.65447,3.73692,3.27993,3.39801,1.18181,0.37578,4.95560,3.57206,2025-04-09,10,8,2,88,1,0,88,2024-03-20,14,9,5,76,1,0,76,85.000,0,21,,0,0.00,0,0,"2021 CROWLEY RAYNE HIGHWAY,RAYNE,LA,70578",30.2308,-92.338,,2025-10-01
"195545","CLAIBORNE REHABILITATION","6942 HIGHWAY 79","HOMER","LA","71040","3189273586","130","Claiborne","N",For profit - Limited Liability company,70,42.0,,Medicare and Medicaid,"N","CLAIBORNE OPERATOR GROUP LLC",2002-04-17,PARAMOUNT HEALTHCARE CONSULTANTS,396,15,2.0,2.5,2.3,1.7,N,,N,N,N,Resident,Yes,1,,2,,1,,1,,1,,4,,,,2.42288,0.90280,0.55913,1.46193,3.88481,3.43957,0.47151,0.02270,42.1,,40.0,,0,,1.10999,0.80655,1.89358,0.70212,0.55113,3.14683,2.76201,2.98373,1.11178,0.68856,4.78406,4.23576,2025-09-17,3,3,0,24,0,0,24,2024-09-05,9,4,5,269,1,0,269,85.250,0,18,,1,65988.00,0,1,"6942 HIGHWAY 79,HOMER,LA,71040",32.8714,-93.082,,2025-10-01
"195546","BAYOU CHATEAU NURSING CTR","16232 HWY. 1","SIMMESPORT","LA","71369","3189412294","040","Avoyelles","N",For profit - Corporation,104,48.2,,Medicare and Medicaid,"N","BAYOU CHATEAU NURSING CENTER, INC",2002-03-05,,,,,,,,N,,N,N,N,Resident,Yes,3,,4,,1,,1,,1,,4,,,,2.68774,1.31793,0.34659,1.66452,4.35226,3.70570,0.20460,0.02684,38.3,,20.0,,,26,1.23552,0.89777,2.10774,0.78153,0.61346,3.50273,3.07438,2.97359,1.45810,0.38345,4.81514,4.09982,2024-08-07,6,5,1,36,1,0,36,2023-08-09,3,1,2,24,1,0,24,33.000,2,4,,0,0.00,0,0,"16232 HWY. 1,SIMMESPORT,LA,71369",30.9824,-91.813,,2025-10-01
"195547","EUNICE MANOR","3859 HIGHWAY 190","EUNICE","LA","70535","3374572681","480","St. Landry","N",For profit - Limited Liability company,152,75.6,,Medicare and Medicaid,"N","NURSING HOME OF EUNICE LLC",2002-05-13,,,,,,,,N,,N,N,N,Resident,Yes,5,,5,,2,,1,,3,,2,,,,1.98900,1.07343,0.23863,1.31206,3.30106,2.70210,0.14880,0.04412,43.8,,0.0,,,26,1.26020,0.91570,2.14984,0.79714,0.62571,3.57269,3.13579,2.15744,1.16433,0.25884,3.58062,2.93094,2024-12-04,3,3,0,12,1,0,12,2023-11-15,1,1,0,4,1,0,4,10.000,0,0,,0,0.00,0,0,"3859 HIGHWAY 190,EUNICE,LA,70535",30.4952,-92.374,,2025-10-01
"195550","CAMELOT BROOKSIDE","3330 FRONTAGE ROAD","JENNINGS","LA","70546","3378242466","260","Jeffrson Davis","Y",For profit - Limited Liability company,120,112.5,,Medicare and Medicaid,"N","PMG OPCO-JENNINGS LLC",2002-05-15,PRIORITY MANAGEMENT,425,37,2.5,2.9,1.4,3.2,N,,N,N,N,Resident,Yes,3,,3,,4,,5,,3,,2,,,,2.18219,1.22977,0.17999,1.40976,3.59195,2.99409,0.10372,0.05680,49.1,,42.9,,0,,1.40755,1.02277,2.40122,0.89035,0.69887,3.99044,3.50244,2.11920,1.19427,0.17480,3.48828,2.90767,2025-03-26,10,8,2,56,1,0,56,2024-02-07,7,7,1,40,1,0,40,52.000,0,13,,0,0.00,0,0,"3330 FRONTAGE ROAD,JENNINGS,LA,70546",30.2462,-92.691,,2025-10-01
"195551","Guest House Nursing and Rehabilitation","109 GUEST HOUSE DRIVE","WEST MONROE","LA","71292","3183873900","360","Ouachita","Y",For profit - Limited Liability company,140,105.6,,Medicare and Medicaid,"N","WEST MONROE GUEST HOUSE, INC.",2002-05-16,,,,,,,,N,,N,N,N,Resident,Yes,1,,2,,1,,1,,1,,2,,,,2.56498,1.43796,0.23136,1.66932,4.23430,3.53899,0.09248,0.01270,62.8,,66.7,,0,,1.22385,0.88929,2.08784,0.77415,0.60766,3.46965,3.04535,2.86483,1.60606,0.25840,4.72930,3.95270,2025-07-30,13,9,4,64,1,0,64,2024-07-24,17,5,12,116,1,0,116,77.000,7,28,,0,0.00,0,0,"109 GUEST HOUSE DRIVE,WEST MONROE,LA,71292",32.4445,-92.203,22,2025-10-01
"195552","TRI-COMMUNITY NURSING CENTER","7014 HWY 71","PALMETTO","LA","71358","3376234227","480","St. Landry","N",For profit - Corporation,108,49.9,,Medicare and Medicaid,"N","PEACE INC",2002-06-19,,,,,,,,N,,N,N,N,Resident,Yes,2,,2,,2,,2,,,2,3,,,,2.64367,1.29201,0.28009,1.57210,4.21577,3.24048,0.17043,0.02330,38.8,,,27,,26,1.24731,0.90633,2.12784,0.78899,0.61931,3.53614,3.10370,2.89720,1.41592,0.30695,4.62007,3.55125,2025-02-26,4,3,1,32,1,0,32,2024-01-18,13,9,4,297,1,0,297,98.250,3,2,0,2,243354.00,2,4,"7014 HWY 71,PALMETTO,LA,71358",30.6962,-91.946,,2025-10-01
"195553","Eastridge Nursing & Rehabilitation","2305 RICHARD ST.","ABBEVILLE","LA","70510","3378929800","560","Vermilion","Y",Non profit - Corporation,50,82.6,,Medicare and Medicaid,"N","ARKANSAS ELDER OUTREACH OF LITTLE ROCK, INC.",2002-07-11,ELDER OUTREACH NURSING & REHABILITATION,194,5,3.2,3.2,2.2,3.0,N,,N,N,N,Resident,Yes,4,,4,,3,,4,,2,,3,,,,2.42305,1.08907,0.30832,1.39739,3.82044,3.29404,0.23922,0.06644,51.2,,,27,0,,1.30571,0.94877,2.22749,0.82593,0.64831,3.70173,3.24904,2.53664,1.14012,0.32278,3.99954,3.44846,2024-10-02,5,4,1,36,1,0,36,2023-09-13,10,6,4,56,1,0,56,41.000,6,2,,0,0.00,0,0,"2305 RICHARD ST.,ABBEVILLE,LA,70510",29.9811,-92.109,,2025-10-01
"195554","LEGRAND HEALTHCARE AND REHABILITATION CENTER","650 HOLT STREET","BASTROP","LA","71220","3182810322","330","Morehouse","Y",For profit - Corporation,125,67.9,,Medicare and Medicaid,"N","HILLVIEW NURSING HOME INC",2002-07-24,PARAMOUNT HEALTHCARE CONSULTANTS,396,15,2.0,2.5,2.3,1.7,N,,N,N,N,Resident,Yes,2,,3,,1,,1,,1,,3,,,,2.88768,0.86694,0.16854,1.03548,3.92316,3.33707,0.12239,0.02070,47.9,,,27,0,,1.17078,0.85073,1.99730,0.74058,0.58131,3.31920,2.91329,3.37145,1.01218,0.19678,4.58041,3.89613,2025-03-26,9,8,1,52,1,0,52,2024-02-28,7,7,0,52,1,0,52,52.000,0,4,,0,0.00,0,0,"650 HOLT STREET,BASTROP,LA,71220",32.7835,-91.889,,2025-10-01
"195555","Sabine Retirement and Rehab Center","965 Fisher Road","MANY","LA","71449","3185900200","420","Sabine","N",For profit - Limited Liability company,116,108.4,,Medicare and Medicaid,"N","SABINE RETIREMENT & REHABILITATION CENTER, LLC",2002-08-26,RIGHTCARE HEALTH SERVICES,806,13,2.6,3.0,2.7,1.8,N,,N,N,N,Resident,Yes,4,,4,,2,,1,,3,,2,,,,2.61478,1.10546,0.12647,1.23193,3.84671,3.31087,0.10538,0.04378,38.5,,60.0,,1,,1.27711,0.92798,2.17868,0.80784,0.63410,3.62062,3.17785,2.79868,1.18321,0.13536,4.11725,3.54372,2024-10-09,3,3,0,16,1,0,16,2023-09-13,6,4,2,56,1,0,56,26.000,1,2,,3,29775.00,0,3,"965 Fisher Road,MANY,LA,71449",31.5466,-93.459,,2025-10-01
"195557","VALLEY VIEW HEALTH CARE FACILITY","7119 HIGHWAY 1 SOUTH","MARKSVILLE","LA","71351","3182536553","040","Avoyelles","N",For profit - Limited Liability company,100,76.2,,Medicare and Medicaid,"N","PLANTATION MANAGEMENT COMPANY, LLC",2002-09-09,PLANTATION MANAGEMENT COMPANY,406,16,1.6,2.2,1.3,1.8,N,,Y,N,N,Both,Yes,1,,2,,1,,1,,1,,1,,,,1.96050,1.11937,0.24022,1.35958,3.32008,2.75297,0.11325,0.00000,54.5,,,27,0,,1.39577,1.01421,2.38112,0.88290,0.69302,3.95704,3.47313,1.91998,1.09623,0.23525,3.25147,2.69608,2024-10-30,5,3,2,52,1,0,52,2023-11-08,5,2,3,20,1,0,20,44.000,1,8,,1,57400.00,0,1,"7119 HIGHWAY 1 SOUTH,MARKSVILLE,LA,71351",31.1342,-92.084,,2025-10-01
"195558","Southern Oaks Nursing & Rehabilitation Center","1524 Glen Oaks Place","Shreveport","LA","71103","3182210911","080","Caddo","Y",For profit - Corporation,61,54.6,,Medicare and Medicaid,"N","SOUTHERN OAKS NURSING & REHABILITATION CENTER, LLC",2002-10-24,CENTRAL MANAGEMENT COMPANY,130,21,2.5,2.7,2.9,2.1,N,,Y,N,N,Resident,Yes,1,,1,,3,,4,,2,,4,,,,2.40348,1.24577,0.24951,1.49528,3.89876,3.38531,0.15684,0.04826,40.4,,,27,0,,1.14690,0.83337,1.95655,0.72547,0.56945,3.25147,2.85385,2.86458,1.48476,0.29738,4.64673,4.03478,2025-05-21,9,4,5,240,1,0,240,2024-04-17,4,1,3,40,1,0,40,190.000,3,5,0,2,175103.00,0,2,"1524 Glen Oaks Place,Shreveport,LA,71103",32.4985,-93.8,,2025-10-01
"195559","HESSMER NURSING AND REHABILITATION CENTER","3707 HWY 114","HESSMER","LA","71341","3185634246","040","Avoyelles","N",For profit - Limited Liability company,92,84.7,,Medicare and Medicaid,"N","HESSMER NURSING AND REHABILITATION CENTER LLC",2002-09-20,RIGHTCARE HEALTH SERVICES,806,13,2.6,3.0,2.7,1.8,N,,N,N,N,Resident,Yes,2,,3,,1,,1,,2,,3,,,,2.32436,0.98279,0.22875,1.21154,3.53590,3.06506,0.09957,0.03868,25.8,,40.0,,0,,1.27737,0.92817,2.17913,0.80800,0.63423,3.62136,3.17850,2.48732,1.05169,0.24479,3.78381,3.27996,2025-02-05,8,8,0,52,1,0,52,2024-01-31,3,2,1,36,1,0,36,48.000,1,0,,1,7446.00,0,1,"3707 HWY 114,HESSMER,LA,71341",31.0581,-92.132,,2025-10-01
"195560","THE SUMMIT","2200 MEMORIAL DRIVE","ALEXANDRIA","LA","71301","3184454300","390","Rapides","Y",For profit - Limited Liability company,130,87.2,,Medicare and Medicaid,"N","ALEXANDRIA HEALTHCARE, LLC",2002-09-26,THE BEEBE FAMILY,779,48,2.7,3.1,3.1,1.8,N,,N,N,N,Resident,Yes,1,,2,,1,,1,,1,,1,,,,2.54280,0.99354,0.10745,1.10099,3.64379,3.09248,0.09055,0.01222,60.4,,71.4,,0,,1.33818,0.97236,2.28287,0.84647,0.66443,3.79377,3.32983,2.59742,1.01488,0.10976,3.72206,3.15891,2025-04-16,5,5,0,24,1,0,24,2024-03-06,20,4,16,225,1,0,225,74.250,2,17,4,1,14287.00,0,1,"2200 MEMORIAL DRIVE,ALEXANDRIA,LA,71301",31.2794,-92.457,,2025-10-01
"195561","RIVER OAKS NURSING & REHABILITATION CENTER LLC","3612 BAKER BLVD","BAKER","LA","70714","2257780573","160","E. Baton Rouge","Y",For profit - Corporation,132,129.3,,Medicare and Medicaid,"N","RIVER OAKS NURSING & REHABILITATION CENTER LLC",2002-06-23,CENTRAL MANAGEMENT COMPANY,130,21,2.5,2.7,2.9,2.1,N,,Y,N,N,Both,Yes,3,,2,,5,,5,,5,,3,,,,2.32409,0.93775,0.17205,1.10980,3.43389,3.62509,0.13713,0.03725,40.6,,33.3,,,26,1.08777,0.79041,1.85568,0.68807,0.54010,3.08385,2.70673,2.92052,1.17840,0.21620,4.31512,4.55539,2025-07-17,7,5,2,52,1,0,52,2024-08-21,9,7,2,52,1,0,52,52.000,2,14,1,1,8278.00,0,1,"3612 BAKER BLVD,BAKER,LA,70714",30.5941,-91.161,,2025-10-01
"195562","Green Meadow Haven","1110 Ringgold Avenue","Coushatta","LA","71019","3189325202","400","Red River","N",For profit - Corporation,157,81.3,,Medicare and Medicaid,"N","CLD INC",2002-10-18,,,,,,,,N,,N,N,N,Resident,Yes,5,,5,,2,,2,,3,,2,,,,2.93692,0.88260,0.23466,1.11727,4.05419,3.10864,0.12931,0.00000,,26,,26,,26,1.13529,0.82494,1.93675,0.71813,0.56369,3.21858,2.82497,3.53614,1.06268,0.28254,4.88136,3.74290,2024-07-24,2,2,0,16,1,0,16,2023-06-28,3,2,1,16,1,0,16,16.000,1,0,,0,0.00,0,0,"1110 Ringgold Avenue,Coushatta,LA,71019",32.0293,-93.34,,2025-10-01
"195563","SOUTHWIND NURSING & REHABILITATION CENTER","804 CROWLEY-RAYNE HWY","CROWLEY","LA","70526","3377832740","000","Acadia","Y",Non profit - Corporation,112,106.2,,Medicare and Medicaid,"N","ARKANSAS ELDER OUTREACH OF LITTLE ROCK, INC.",2002-08-02,ELDER OUTREACH NURSING & REHABILITATION,194,5,3.2,3.2,2.2,3.0,N,,N,N,N,Resident,Yes,3,,3,,3,,2,,5,,2,,,,2.30162,1.15134,0.14590,1.29725,3.59887,2.88037,0.13123,0.06125,38.5,,,27,0,,1.34351,0.97623,2.29196,0.84984,0.66707,3.80887,3.34308,2.34174,1.17141,0.14845,3.66160,2.93057,2024-10-16,10,7,3,48,1,0,48,2023-09-20,12,8,4,80,1,0,80,56.000,1,17,,0,0.00,0,0,"804 CROWLEY-RAYNE HWY,CROWLEY,LA,70526",30.2222,-92.363,,2025-10-01
"195564","ACADIA ST LANDRY NURSING & REHABILITATION CENTER","830 S. BROADWAY","CHURCH POINT","LA","70525","3376846316","000","Acadia","Y",For profit - Limited Liability company,134,120.2,,Medicare and Medicaid,"N","7 PELICANS, LLC",2002-11-27,,,,,,,,N,,Y,N,N,Resident,Yes,1,,1,,1,,1,,1,,2,,,,2.01363,1.19392,0.15103,1.34495,3.35857,2.80771,0.07722,0.04964,36.4,,,27,,26,1.23430,0.89688,2.10565,0.78076,0.61285,3.49925,3.07133,2.23000,1.32221,0.16726,3.71946,3.10941,2025-02-12,17,13,4,204,1,0,204,2024-01-11,20,12,8,104,1,0,104,179.000,2,13,,2,268528.00,0,2,"830 S. BROADWAY,CHURCH POINT,LA,70525",30.3943,-92.211,,2025-10-01
"195565","Cornerstone at the Ranch","103 West Martial Ave","Lafayette","LA","70506","3379815335","270","Lafayette","Y",For profit - Corporation,148,76.2,,Medicare and Medicaid,"N","DSRM LAFAYETTE OPCO LLC",2002-12-06,PARAMOUNT HEALTHCARE CONSULTANTS,396,15,2.0,2.5,2.3,1.7,N,,N,N,N,Resident,Yes,2,,2,,3,,1,,5,,2,,,,2.46994,1.20918,0.13414,1.34332,3.81327,3.32878,0.10976,0.04890,75.5,,,27,1,,1.20376,0.87469,2.05356,0.76144,0.59769,3.41269,2.99535,2.80473,1.37308,0.15233,4.33014,3.77998,2025-07-30,12,8,4,80,1,0,80,2024-07-10,31,14,20,188,1,0,188,107.000,0,65,,2,128349.00,1,3,"103 West Martial Ave,Lafayette,LA,70506",30.1648,-92.04,,2025-10-01
"195566","OLLIE STEELE BURDEN MANOR","4250 ESSEN LANE","BATON ROUGE","LA","70809","2259260091","160","E. Baton Rouge","Y",Non profit - Church related,174,51.9,,Medicare,"N","OLLIE STEELE BURDEN MANOR INC",2003-05-16,,,,,,,,N,,N,N,N,Resident,Yes,4,,4,,2,,1,,3,,4,,,,1.80589,1.77473,0.68339,2.45811,4.26401,3.76976,0.48910,0.08512,35.7,,40.0,,0,,1.30953,0.95154,2.23399,0.82834,0.65020,3.71253,3.25853,1.88505,1.85251,0.71334,4.45091,3.93500,2024-10-30,5,5,0,24,1,0,24,2023-10-11,5,5,0,32,1,0,32,26.000,0,0,,0,0.00,0,0,"4250 ESSEN LANE,BATON ROUGE,LA,70809",30.4067,-91.102,,2025-10-01
"195567","MAISON DU MONDE LIVING CENTER","4000 RODEO ROAD","ABBEVILLE","LA","70510","3378922332","560","Vermilion","Y",For profit - Limited Liability company,128,107.4,,Medicare and Medicaid,"N","DIVERSIFIED HEALTHCARE ABBEVILLE, LLC",2003-01-17,,,,,,,,N,,N,N,N,Resident,Yes,1,,1,,1,,1,,1,,1,25,25,6,,,,,,,,,55.1,,40.0,,0,,,,,,,,,,,,,,2024-12-18,10,10,0,56,1,0,56,2023-11-29,20,17,3,429,1,0,429,149.250,0,3,,1,5600.00,0,1,"4000 RODEO ROAD,ABBEVILLE,LA,70510",29.9745,-92.092,,2025-10-01
"195570","ST ANTHONY COMMUNITY CARE CENTER","6001 AIRLINE DR","METAIRIE","LA","70003","5047338448","250","Jefferson","Y",Non profit - Corporation,124,76.0,,Medicare and Medicaid,"N","COMMCARE CORPORATION",2002-12-09,,,,,,,,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,,2,2,,,,2.18040,1.05702,0.24100,1.29802,3.47842,2.87531,0.13020,0.06981,60.2,,66.7,,0,,1.28669,0.93495,2.19504,0.81390,0.63887,3.64780,3.20171,2.31636,1.12293,0.25603,3.69532,3.05460,2024-10-30,4,4,0,24,1,0,24,2023-12-21,10,4,8,52,1,0,52,31.000,0,16,0,0,0.00,0,0,"6001 AIRLINE DR,METAIRIE,LA,70003",29.9769,-90.197,,2025-10-01
