Facility Type,OBJECTID,Name of Facility,Location Street,Location City,Location State,ZIP Code,Phone,Admin Name,Admin Phone,Facility Email,Fac. Cont. Email,License,Expiration,County / Ownership Type,Mailing Address,Mailing City,Mailing State,Mailing ZIP,Licensee,Alzheimer Care,Alzheimer Unit,NH Beds,Institutional NH Beds,Number of Licensed Beds,Medical Detox Beds,RTP Beds (PSAD),Social Detox Beds,x,y
Community Residential Care Facilities,11402,FOOTHILLS ASSISTED LIVING,999 W UNION RD,WEST UNION,SC,29696-2642,864-638-4370,"NICHOLS, KYMBERLY",864-638-4370,KNICHOLS@CITE-MGMT.COM,KNICHOLS@CITE-MGMT.COM,CRC-1364,08/31/2026,Oconee / Corporation,106 MARLEE CT,LEXINGTON,SC,29072-8492,CITE HEALTH MANAGEMENT SERVICES INC,Y,Y,,,76,,,,314184.532,3845755.106
Community Residential Care Facilities,11403,ROSEWOOD ASSISTED LIVING,5221 HWY 215,PAULINE,SC,29374-1908,864-573-4060,"CLOBES, KIMBERLY H.",864-573-4060,WIJG38@GMAIL.COM,WIJG38@GMAIL.COM,CRC-1367,11/30/2025,Spartanburg / Ltd. Liability,PO BOX 35,PAULINE,SC,29374-0035,ROSEWOOD ASSISTED LIVING LLC,N,N,,,75,,,,421123.035,3854037.693
Community Residential Care Facilities,11404,FARMINGTON COMMUNITY RESIDENCE,1269 CAMP RD,JAMES ISLAND,SC,29412-9212,843-795-2461,"COLEMAN, SHARON",,SCOLEMAN@DSNCC.COM,SCOLEMAN@DSNCC.COM,CRC-1370,01/31/2026,Charleston / State,"PO BOX 22708, DISABILITIES BOARD OF CHARLESTON COUNTY",CHARLESTON,SC,29413-2708,DISABILITIES BOARD OF CHARLESTON COUNTY,N,N,,,8,,,,598326.839,3621615.291
Community Residential Care Facilities,11405,CAMP COMMUNITY RESIDENCE,1251 CAMP RD,JAMES ISLAND,SC,29412-9212,843-795-6983,"MILES, BRANDI",843-795-6983,ETURNER@DSNCC.COM,BMILES@DSNCC.COM,CRC-1371,01/31/2026,Charleston / State,"PO BOX 22708, DISABILITIES BOARD OF CHARLESTON COUNTY",CHARLESTON,SC,29413-2708,DISABILITIES BOARD OF CHARLESTON COUNTY,N,N,,,8,,,,598406.165,3621583.354
Community Residential Care Facilities,11406,OAKS AT BEAUFORT,1119 PICKPOCKET PLANTATION DR,BEAUFORT,SC,29902-3771,843-770-0105,"WOOD, WAYNE",843-770-0105,WAYNEW2@OSLCARES.COM,,CRC-1375,06/30/2026,Beaufort / Corporation,"400 CENTRE ST, LICENSING DEPT",NEWTON,MA,02458-2094,SNH SE TENANT TRS INC,Y,Y,,,87,,,,528023.584,3589102.965
Community Residential Care Facilities,11407,OAKS AT CHARLESTON,2333 ASHLEY RIVER RD,CHARLESTON,SC,29414-4755,843-766-9898,"SUMMERS, DETRA",843-271-7398,DETRA.SUMMERS@OSLCARES.COM,,CRC-1376,06/30/2026,Charleston / Limited Liability,"400 CENTRE ST, LICENSING DEPT",NEWTON,MA,02458-2094,SNH SE ASHLEY RIVER TENANT LLC,Y,Y,,,123,,,,590063.994,3632017.13
Community Residential Care Facilities,11408,EMERALD GARDENS OF GREENWOOD,201 OVERLAND DR,GREENWOOD,SC,29646-4097,864-953-2174,"HASTING, SARAH F.",864-223-6510,SHASTING@EMERALDGARDENSASSISTEDLIVING.,,CRC-1378,10/31/2026,Greenwood / Ltd. Liability,201 OVERLAND DR,GREENWOOD,SC,29646-4097,EMERALD GARDENS OF GREENWOOD LLC,Y,Y,,,66,,,,393381.177,3781548.333
Community Residential Care Facilities,11409,DILLON COMMUNITY RESIDENCE,506 S 14TH AVE,DILLON,SC,29536-4369,843-841-0778,"WHEELER HAYNES, SHARON",843-632-1956,SHAYNES@MDDSN.ORG,SHAYNES@MDDSN.ORG,CRC-1377,04/30/2026,Dillon / County,"400 MARTIN LUTHER KING BLVD, MARION-DILLON CO BRD OF DISAB & SPECIAL",MARION,SC,29571,MARION-DILLON COUNTY BOARD OF DISABILITIES AND SPECIAL NEEDS,N,N,,,8,,,,649977.334,3808786.242
Community Residential Care Facilities,11410,DAYSPRING ASSISTED LIVING,5146 TOWLES RD,HOLLYWOOD,SC,29449-6119,843-889-9757,"MARSHALL, GRAEME",843-889-9757,DAYSPRINGSC@YAHOO.COM,DAYSPRINGSC@YAHOO.COM,CRC-1385,03/31/2026,Charleston / Ltd. Liability,5146 TOWLES RD,HOLLYWOOD,SC,29449-6119,DAYSPRING ASSISTED LIVING LLC,Y,N,,,16,,,,574263.654,3622855.248
Community Residential Care Facilities,11411,WINDSOR HOUSE GREENVILLE,1931 PELHAM RD,GREENVILLE,SC,29615-4002,864-288-9450,"WILSON, RENEE",864-288-9450,CLAY.FOWLERHEALTHCAREENTERPRISE@GMAIL.CO,RWILSON@WINDSORHOUSEGREENVILLE.COM,CRC-1388,01/31/2026,Greenville /,1931 PELHAM RD,GREENVILLE,SC,29615-4002,WINDOR HOUSE GREENVILLE-FHE LLC,N,N,,,50,,,,382321.024,3858538.227
Community Residential Care Facilities,11412,PALMETTO RIDGE ASSISTED LIVING & MEMORY CARE,840 MANOR RD,CHERAW,SC,29520-4035,843-537-4197,"BARNHILL, AVONLEA",843-537-4197,PALMETTORIDGE@YAHOO.COM,ABARNHILL@PRUITTHEALTH.COM,CRC-1393,03/31/2026,Chesterfield / Limited Liability,840 MANOR RD,CHERAW,SC,29520-4035,PALMETTO RIDGE ASSISTED LIVING AND MEMORY CARE LLC,Y,Y,,,106,,,,599356.861,3837715.785
Community Residential Care Facilities,11413,GREER COMMUNITY RESIDENCE,112 S BEVERLY LN,GREER,SC,29651-1738,864-879-8570,"MOSS, TATYANA",864-277-9656,AMANDA.STONE@THRIVEUPSTATE.ORG,,CRC-0237,09/30/2026,Greenville / State,1700 RIDGE RD,GREENVILLE,SC,29607-4730,GREENVILLE COUNTY DISABILITIES & SPECIAL NEEDS BOARD,N,N,,,12,,,,386449.963,3867132.19
Community Residential Care Facilities,11414,PALMETTO VILLAGE OF CHESTER,570 CENTER RD,CHESTER,SC,29706,336-581-7319,"KAZER, AUDREY T.",336-749-1015,ATKAZER@GMAIL.COM,,CRC-1399,06/30/2026,Chester / Ltd. Liability,PO BOX 1597,KING,NC,27021,BHM OF CHESTER LLC,N,N,,,92,,,,479201.09,3842043.972
Community Residential Care Facilities,11415,ANGELIC'S PLACE,902 W BARTLETTE ST,SUMTER,SC,29150-8005,803-775-1404,"GREENE, SHIRLEY H.",803-775-1404,BBETTMOU@AOL.COM,GREENESRESIDENTIALCARE@GMAIL.COM,CRC-1400,09/30/2026,Sumter / Ltd. Liability,903 W BARTLETTE ST,SUMTER,SC,29150-8005,ANGELIC'S PLACE LLC,N,N,,,11,,,,559494.408,3753193.96
Community Residential Care Facilities,11417,MILL STREET COMMUNITY RESIDENCE,415 MILL ST,LAURENS,SC,29360-1905,864-984-3506,"TAVENNER, JASON",864-984-3506,JTAVENNER@LCDSNB.ORG,JTAVENNER@LCDSNB.ORG,CRC-1419,12/31/2025,Laurens / Non-Profit Corporation,1860 HWY 14,LAURENS,SC,29360-1068,LAURENS COUNTY DISABILITIES AND SPECIAL NEEDS BOARD,N,N,,,8,,,,407701.064,3818812.469
Community Residential Care Facilities,11418,DAVIDSON STREET COMMUNITY RESIDENCE,313 DAVIDSON ST,CLINTON,SC,29325-2023,864-833-7284,"TAVENNER, JASON",864-833-7284,LANDERS@LCDSNB.ORG,JTAVENNER@LCDSNB.ORG,CRC-1420,12/31/2025,Laurens / Non-Profit Corporation,1860 HWY 14,LAURENS,SC,29360-1068,LAURENS COUNTY DISABILITIES AND SPECIAL NEEDS BOARD,N,N,,,8,,,,419812.496,3815674.68
Community Residential Care Facilities,11419,SAVANNAH HALL ASSISTED LIVING,1010 LAKE HUNTER CIR,MOUNT PLEASANT,SC,29464-5417,843-888-2030,"DOLAN, ALLISON",843-884-6949,ADOLAN@DISCOVERYMANAGEMENTGROUP.COM,,CRC-1431,05/31/2026,Charleston / Limited Liability,"400 CENTRE ST, LICENSING DEPT",NEWTON,MA,02458-2094,SNH SE SG TENANT LLC,Y,Y,,,16,,,,606576.091,3631313.585
Community Residential Care Facilities,11420,COOPER HALL AT THE PALMS OF MT PLEASANT,937 BOWMAN RD,MOUNT PLEASANT,SC,29464-3222,843-884-6949,"DOLAN, ALLISON",843-884-6949,ADOLAN@DISCOVERYMANAGEMENTGROUP.COM,,CRC-1432,06/30/2026,Charleston / Limited Liability,"400 CENTRE ST, LICENSING DEPT",NEWTON,MA,02458-2094,SNH SE SG TENANT LLC,N,N,,,44,,,,606705.887,3631434.995
Community Residential Care Facilities,11421,ANOINTED RESIDENTIAL CARE,551 S SUMTER ST,SUMTER,SC,29150-5765,803-883-4427,"BRADLEY, DAISY E.",803-883-4427,DAISY78BRADLEY@GMAIL.COM,DAISY78BRADLEY@OUTLOOK.COM,CRC-1435,03/31/2026,Sumter / Partnership,551 S SUMTER ST,SUMTER,SC,29150-5765,COREY T WRIGHT & DAISY BRADLEY,N,N,,,8,,,,560613.8,3752287.179
Community Residential Care Facilities,11422,GARDEN HOUSE,201 EDGEBROOK DR,ANDERSON,SC,29621-2573,864-964-5668,"SHERRER, KEELEE P.",864-964-5668,LICENSING@PRINCIPALSENIORLIVING.COM,DIRECTOR@GARDENHOUSEANDERSON.COM,CRC-1437,07/31/2026,Anderson / Ltd. Liability,11175 CICERO DR STE 500,ALPHARETTA,GA,30022-0004,ARHC GHANDSC01 TRS LLC,Y,Y,,,75,,,,350140.407,3824694.939
Community Residential Care Facilities,11423,CHARLES M INGRAM SR COMMUNITY RESIDENCE,1615 STATE RD,CHERAW,SC,29520-5107,843-537-5122,"CUE, TANGELA C",843-623-6586,T.CUE@CHESCOSERVICES.ORG,,CRC-1440,05/31/2026,Chesterfield / Sole Proprietorship,1224 EAST BLVD,CHESTERFIELD,SC,29709-5148,CHESCO SERVICES,N,N,,,8,,,,598136.497,3840279.607
Community Residential Care Facilities,11424,LANGIT'S ASSISTED LIVING FACILITY,1273 REMOUNT RD,NORTH CHARLESTON,SC,29406-3439,843-554-1671,"LANGIT, CRESENCIA B.",843-554-1671,JAMES.LANGIT@LANGITSASSISTEDLIVING.NET,LANGITSASSISTEDLIVING@COMCAST.NET,CRC-0861,03/31/2026,Charleston / Corporation,1273 REMOUNT RD,NORTH CHARLESTON,SC,29406-3439,LANGIT'S RESIDENTIAL HOME CARE INC,N,N,,,70,,,,594268.455,3640838.927
Community Residential Care Facilities,11425,CHESTERFIELD COMMUNITY RESIDENCE,817 E MAIN ST,CHESTERFIELD,SC,29709-1807,843-623-6586,"CUE, TANGELA C",843-623-6586,T.CUE@CHESCOSERVICESORG,,CRC-1441,05/31/2026,Chesterfield / Sole Proprietorship,1224 EAST BLVD,CHESTERFIELD,SC,29709-5148,CHESCO SERVICES,N,N,,,8,,,,584803.284,3843586.938
Community Residential Care Facilities,11427,MARYVILLE COMMUNITY RESIDENCE,2602 OLD CHARLESTON RD,GEORGETOWN,SC,29440-1471,843-546-7268,"RANDOLPH, STACEY",843-546-7268,EKRAUSS@GCBDSN.COM,SANTLEY@GCBDSN.COM,CRC-1446,06/30/2026,Georgetown / County,"95 ACADEMY AVE, GEORGETOWN COUNTY DSNB",GEORGETOWN,SC,29440,GEORGETOWN COUNTY BOARD OF DISABILITIES AND SPECIAL NEEDS,N,N,,,8,,,,658127.162,3689913.167
Community Residential Care Facilities,11428,EASLEY RETIREMENT CENTER,102 DOWLING ST,EASLEY,SC,29641,864-859-3722,"WOODS, SHARON",864-859-3722,ERCSWOODS3927@GMAIL.COM,,CRC-0359,02/28/2026,Pickens / Corporation,"102 DOWLING ST, PO BOX 736",EASLEY,SC,29640-2424,WEST END RETIREMENT CENTER INC,N,N,,,16,,,,355744.641,3855961.448
Community Residential Care Facilities,11429,PADD-WREN HOME,2350 REGIONAL RD,FLORENCE,SC,29501-7028,843-673-1005,"TUMBLESON, KIMBERLY",843-673-1005,KTUMBLESON@PADDSC.ORG,KIMBERLYTUMBLESON2014@YAHOO.COM,CRC-1451,06/30/2026,Florence / Non-Profit Corporation,2350 REGIONAL RD,FLORENCE,SC,29501-7028,PRESBYTERIAN AGENCY FOR THE DEVELOPMENTALLY DISABLED INC,N,N,,,6,,,,609339.281,3788985.944
Community Residential Care Facilities,11430,NORTH POINTE ASSISTED LIVING,701 SIMPSON RD,ANDERSON,SC,29621-3077,864-226-5501,"WESSON, BERTHA",864-226-5505,BWESSON@SONIDALIVING.COM,,CRC-1454,10/31/2026,Anderson / Limited Liability,701 SIMPSON RD,ANDERSON,SC,29621-3077,CSL NORTH POINTE SC LLC,Y,Y,,,70,,,,351995.357,3822670.489
Community Residential Care Facilities,11431,REFLECTIONS AT CAROLINA FOREST,219 MIDDLEBURG DR,MYRTLE BEACH,SC,29579-3409,843-903-0700,"JORDAN, CHELSEA S.",843-903-0700,CHELSEA@REFLECTIONSASSISTEDLIVING.COM,CHELSEA@REFLECTIONSASSISTEDLIVING.COM,CRC-1456,11/30/2026,Horry / Corporation,219 MIDDLEBURG DR,MYRTLE BEACH,SC,29579-3409,REFLECTIONS AT CAROLINA FOREST INC,Y,Y,,,42,,,,689051.271,3737712.652
Community Residential Care Facilities,11432,WARE SHOALS MANOR,10 N GREENWOOD AVE,WARE SHOALS,SC,29692-1239,864-456-7127,"OBI-MELEKWE, BERNICE O.",864-456-7127,OSKARMANI@AOL.COM,OSKARMANI@AOL.COM,CRC-1457,10/31/2026,Greenwood / Ltd. Liability,10 N GREENWOOD AVE,WARE SHOALS,SC,29692,HARMONY RESIDENTIAL CARE CENTER LLC,N,N,,,24,,,,384680.072,3807871.803
Community Residential Care Facilities,11433,IVY GROVE RESIDENTIAL CARE CENTER,483 LOCKHART LN,GAFFNEY,SC,29341-2841,864-487-0869,"MELEKWE, OBIAJULU E.",864-487-0869,OSKARMANI@AOL.COM,OSKARMANI@AOL.COM,CRC-1458,10/31/2025,Cherokee / Ltd. Liability,483 LOCKHART LN,GAFFNEY,SC,29341-2841,HARMONY RESIDENTIAL CARE CENTER LLC,Y,N,,,62,,,,440960.112,3884142.533
Community Residential Care Facilities,11434,BELVEDERE COMMONS OF SENECA,515 BENTON ST,SENECA,SC,29672-6883,864-888-4114,"WITZEL, JENNIE",864-888-4114,ED.SC@BELVEDERECOMMONS.COM,,CRC-1466,10/31/2026,Oconee / Ltd. Liability,515 BENTON ST,SENECA,SC,29672-6883,FKP SENECA SENIOR LIVING TENANT LLC,Y,Y,,,62,,,,317491.416,3844025.187
Community Residential Care Facilities,11435,COUNTRY COMFORT COMMUNITY HOME,204 JOE ARTHUR CIR,BLYTHEWOOD,SC,29016-8807,803-735-9777,"COUNTS, CLIFFORD A.",803-735-9777,COUNTS_COUNTRYCOMFORT@YAHOO.COM,COUNTS_COUNTRYCOMFORT@YAHOO.COM,CRC-1467,02/28/2026,Richland /,2452 ROLLING PINES RD,COLUMBIA,SC,29210,COUNTRY COMFORT HOMES LLC,N,N,,,9,,,,503792.531,3779132.38
Community Residential Care Facilities,11436,GENERATIONS OF MONETTA,77 CATO RD,MONETTA,SC,29105-9319,803-685-7820,"EVANS, KASATRA",803-642-1041,KASATRA.EVANS@SCDMH.ORG,KEVENS@AIKENTDC.ORG,CRC-0876,10/31/2026,Aiken / Ltd. Liability,77 CATO RD,MONETTA,SC,29105-9319,GENERATIONS OF MONETTA LLC,N,N,,,22,,,,444712.331,3745770.335
Community Residential Care Facilities,11437,ROCKHAVEN COMMUNITY CARE HOME,524 ROCKHAVEN DR,COLUMBIA,SC,29223-7805,803-699-5361,"BARNES, RICHIE D.",803-699-5361,RBARNES3469@GMAIL.COM,RBARNES3469@GMAIL.COM,CRC-0800,01/31/2026,Richland / Sole Proprietorship,524 ROCKHAVEN DR,COLUMBIA,SC,29223-7805,RICHIE D BARNES,N,N,,,10,,,,505371.06,3774560.05
Community Residential Care Facilities,11438,MIDLAND PARK RESIDENTIAL HOME CARE,2712 MIDLAND PARK RD,NORTH CHARLESTON,SC,29406-4551,843-569-0025,"BALAGTAS, GERALDO",843-569-0025,MIDLANDPARKRCF@GMAIL.COM,MIDLANDPARKRCF@GMAIL.COM,CRC-0905,01/31/2026,Charleston / Corporation,104 BIRKBECK CT,GOOSE CREEK,SC,29445,MIDLAND PARK ENTERPRISES INC,N,N,,,52,,,,589106.483,3642975.343
Community Residential Care Facilities,11439,GOD'S HAVEN OF REST,516 BELVEDERE CLEARWATER RD,NORTH AUGUSTA,SC,29841-2583,803-226-2872,"AYERS, HAZEL LEIGH",803-279-1129,LEIGH.3@COMCAST.NET,LEIGH.3@COMCAST.NET,CRC-1237,12/31/2025,Aiken / Sole Proprietorship,516 BELVEDERE CLEARWATER RD,NORTH AUGUSTA,SC,29841-2583,HAZEL L AYERS,N,N,,,9,,,,412988.857,3710546.843
Community Residential Care Facilities,11496,GRACE RESIDENTIAL CARE FACILITY,6534 CAROLINA HWY,DENMARK,SC,29042-2366,803-793-3423,"DAVIS, BERNESTINE C.",803-793-3423,BERNESTINEDAVIS@YAHOO.COM,BERNESTINEDAVIS@YAHOO.COM,CRC-0584,08/31/2026,Bamberg / Corporation,PO BOX 326,DENMARK,SC,29042-0326,GRACE RESIDENTIAL CARE FACILITY INC,Y,N,,,22,,,,485039.118,3679470.263
Community Residential Care Facilities,11499,ACLINE PLACE,200 N ACLINE AVE,LAKE CITY,SC,29560-2635,843-394-5677,"RAVENELL, HELEN W.",843-412-1246,HRAVENELL@HOMESC.COM,NEW.BEGINNINGS@TDS.NET,CRC-1257,01/31/2026,Florence / State,1211 E NATIONAL CEMETERY RD,FLORENCE,SC,29506-3240,FLORENCE COUNTY DISABILITIES AND SPECIAL NEEDS BOARD,N,N,,,8,,,,615079.442,3748399.671
Community Residential Care Facilities,11501,CAROLINA PLACE,240 CHARLES ST,LAKE CITY,SC,29560-2161,843-394-5707,"RAVENELL, HELEN W.",843-412-1246,HRAVENELL@HOMESC.COM,NEW.BEGINNINGS@TDS.NET,CRC-1258,01/31/2026,Florence / State,"1211 E NATIONAL CEMETERY RD, FLORENCE COUNTY DSNB",FLORENCE,SC,29506-3240,FLORENCE COUNTY DISABILITIES AND SPECIAL NEEDS BOARD,N,N,,,8,,,,615705.754,3748874.103
Community Residential Care Facilities,11547,MARIA'S PRIORITY CARE RESIDENTIAL HOME II-B,4583 DURANT AVE,NORTH CHARLESTON,SC,29405-5212,843-566-0460,"RELLORA, JESUS N.",843-566-0460,JNRELLORA4SUS@GMAIL.COM,JNRELLORA4SUS@GMAIL.COM,CRC-0772,06/30/2026,Charleston / Partnership,PO BOX 61870,NORTH CHARLESTON,SC,29419-1870,JESUS N AND WILHELMINA C RELLORA,N,N,,,7,,,,593618.195,3637222.202
Community Residential Care Facilities,11548,MARIA'S PRIORITY CARE RESIDENTIAL HOME II-F,4583 DURANT AVE STE F,NORTH CHARLESTON,SC,29405-5212,843-566-0460,"RELLORA, JESUS N.",843-566-0460,JNRELLORA4SUS@GMAIL.COM,JNRELLORA4SUS@GMAIL.COM,CRC-0774,06/30/2026,Charleston / Partnership,PO BOX 61870,NORTH CHARLESTON,SC,29419-1870,JESUS N AND WILHELMINA C RELLORA,N,N,,,5,,,,593618.195,3637222.202
Community Residential Care Facilities,11574,OLIVER'S CARE HOME,1200 LAWHORN RD,BLYTHEWOOD,SC,29016-8975,803-754-3585,"ANDERSON, VALENCIA W.",803-754-3585,MSVSLITTLE@AOL.COM,MSVSLITTLE@AOL.COM,CRC-1480,08/31/2026,Richland / Limited Liability,1200 LAWHORN RD,BLYTHEWOOD,SC,29016-8975,OLIVER CARE HOME LLC,N,N,,,5,,,,509189.036,3787610.892
Community Residential Care Facilities,11591,GENERATIONS OF IRMO,7142 WOODROW ST,IRMO,SC,29063-2832,803-227-8991,"EDWARDS, CHARLES DAVID",803-227-8991,DEDWARDS@CAREBYGENERATIONS.COM,DEDWARDS@CAREBYGENERATIONS.COM,CRC-1477,05/31/2026,Lexington / Limited Liability,7142 WOODROW ST,IRMO,SC,29063-2832,GENERATIONS OF IRMO LLC,Y,Y,,,78,,,,483503.655,3770975.155
Community Residential Care Facilities,11596,PALMETTOS OF MAULDIN,810 E BUTLER RD,GREENVILLE,SC,29607-5842,864-627-0803,"DAVIS, KATHRYN H.",864-627-0803,KATHRYN.DAVIS@NHCCARE.COM,KATHYRN.DAVIS@NHCCARE.COM,CRC-1503,03/31/2026,Greenville / Ltd. Liability,810 E BUTLER RD,GREENVILLE,SC,29607-5842,NHC HEALTHCARE/MAULDIN LLC,Y,Y,,,60,,,,382456.946,3851822.185
Community Residential Care Facilities,11599,ASHLAN VILLAGE,415 BRENDA WAY,LYMAN,SC,29365-9264,864-949-7825,"HILL, LYNEL",864-949-7825,LHILL@ASHLANVILLAGE.COM,LHILL@ASHLANVILLAGE.COM,CRC-1483,10/31/2026,Spartanburg / Limited Liability,415 BRENDA WAY,LYMAN,SC,29365-9264,ASHLAN PROPERTIES LLC,Y,Y,,,75,,,,395758.901,3870747.645
Community Residential Care Facilities,11601,ANDERSON OAKS ASSISTED LIVING,997 HWY 90,CONWAY,SC,29526-7520,843-347-9280,"MILLER, JUSTIN",,JMILLER@ANDERSONOAKSASSISTEDLIVING.COM,,CRC-1506,07/31/2026,Horry / Corporation,997 HWY 90,CONWAY,SC,29526-2750,HERMAN L ANDERSON INC,N,N,,,80,,,,685544.28,3744347.72
Community Residential Care Facilities,11606,WILLIES II RCH,46 WILSON ST,SUMTER,SC,29150-3050,803-773-4724,TRACEY L COOPER,803-236-1415,ACETW90@AOL.COM,TRACEYLDUNN7@GMAIL.COM,CRC-1485,12/31/2025,Sumter / Sole Proprietorship,46 WILSON ST,SUMTER,SC,29150-3050,TRACEY L COOPER,N,N,,,13,,,,561566.239,3755323.705
Community Residential Care Facilities,11607,BUILDERS CARE HOME,731 SIMS AVE,COLUMBIA,SC,29205-1837,803-376-8991,"HUNTER, KIMBERLY M.",843-545-5427,COLUMBIAHOMECARE73@ATT.NET,ADMIN@SOUTHISLAND-LIVING.COM,CRC-1491,04/30/2026,Richland / Non-Profit Corporation,731 SIMS AVE,COLUMBIA,SC,29205-1837,ALDERSGATE SPECIAL NEEDS MINISTRY,N,N,,,6,,,,500076.666,3762079.754
Community Residential Care Facilities,11608,PASSIONATE CARE COMMUNITY CENTER,2206 HERTFORD DR,COLUMBIA,SC,29210-6130,803-404-2278,DONALD E MARTIN,803-404-2278,MARTINDONALD49@YAHOO.COM,MARTINDONALD49@YAHOO.COM,CRC-1500,12/31/2025,Richland / Sole Proprietorship,2206 HERTFORD DR,COLUMBIA,SC,29210-6130,DONALD E MARTIN,N,N,,,5,,,,491652.272,3768115.117
Community Residential Care Facilities,11611,ALDERSGATE AT THE OAKS,921 METHODIST OAKS DR,ORANGEBURG,SC,29115-1814,803-531-2332,"SUMTER, ASHLEY",803-531-2332,OAKS@ALDERSGATESNM.ORG,,CRC-1488,03/31/2026,Orangeburg / Non-Profit Corporation,921 METHODIST OAKS DR,ORANGEBURG,SC,29115-1814,ALDERSGATE SPECIAL NEEDS MINISTRY,N,N,,,6,,,,513938.24,3698429.892
Community Residential Care Facilities,11615,CABADING HOMES #3,2149 DORCHESTER RD,NORTH CHARLESTON,SC,29405-7763,843-745-9182,"CABADING, ALLAN M.",843-745-9182,CABOOTY105@AOL.COM,CABOOTY105@AOL.COM,CRC-0825,07/31/2026,Charleston / Corporation,2149 DORCHESTER RD,NORTH CHARLESTON,SC,29405-7763,CABADING HOMES INC,N,N,,,25,,,,595427.794,3635561.057
Community Residential Care Facilities,11619,RESIDENCES AT PARK PLACE,115 GILLESPIE RD,SENECA,SC,29678-1126,864-882-0783,"MEDLIN, ANTHONY",864-430-4498,KHICKS@MSAHEALTHCARE.COM,AMEDLIN@BELVEDERECOMMONSSENECA.COM,CRC-1493,08/31/2026,Oconee / Corporation,PO BOX 609,LEXINGTON,SC,29071-0609,AMERICAN SENIOR LIVING COMMUNITIES INC,Y,Y,,,100,,,,317971.86,3839912.38
Community Residential Care Facilities,11620,BRIGHTWATER ASSISTED LIVING,201 BRIGHTWATER DR,MYRTLE BEACH,SC,29579-8298,843-903-8940,"DUNN, DAVID",843-903-8940,DDUNN@MAXWELL-GROUP.COM,,CRC-1489,04/30/2026,Horry / Limited Liability,3530 TORINGDON WAY STE 204,CHARLOTTE,NC,28277-3436,BRIGHTWATER RETIREMENT LLC,Y,Y,,,56,,,,699742.046,3737955.081
Community Residential Care Facilities,11621,HAMPTON STREET COMMUNITY RESIDENCE,425 HAMPTON ST,DENMARK,SC,29042-1368,803-793-4093,"MURRAY, TRACY R.",803-793-4093,TDAVIS@BCDSNB.ORG,TMURRAY@BCDSNB.ORG,CRC-1296,06/30/2026,Bamberg /,"16553 HERITAGE HWY, BAMBERG COUNTY DSNB",DENMARK,SC,29042,BAMBERG COUNTY DISABILITIES AND SPECIAL NEEDS BOARD,N,N,,,8,,,,487427.772,3687299.299
Community Residential Care Facilities,11623,ZEIGLER STREET COMMUNITY RESIDENCE,71 ZEIGLER ST,BAMBERG,SC,29003-1034,803-245-6169,"MURRAY, TRACY R.",803-245-6169,TDAVIS@BCDSNB.ORG,TMURRAY@BCDSNB.ORG,CRC-1297,06/30/2026,Bamberg /,"16553 HERITAGE HWY, BCDSNB",DENMARK,SC,29042-8901,BAMBERG COUNTY DISABILITIES AND SPECIAL NEEDS BOARD,N,N,,,9,,,,495888.729,3684942.933
Community Residential Care Facilities,11627,CASCADES VERDAE ASSISTED LIVING,30 SPRINGCREST CT,GREENVILLE,SC,29607-4034,864-528-5529,"MANNING, KEVEN E.",864-630-9743,LICENSING@CASCADES-VERDAE.COM,KEVEN.MANNING@FUNDLTC.COM,CRC-1490,04/30/2026,Greenville / Limited Liability,3530 TORINGDON WAY STE 204,CHARLOTTE,NC,28277-3436,CASCADES NURSING LLC,Y,Y,,,92,,,,379759.61,3854543.961
Community Residential Care Facilities,11633,ARBORETUM AT THE WOODLANDS AT FURMAN,50 ARBORETUM LN,GREENVILLE,SC,29617-6228,864-371-3100,"PAGLIARO, CHRISTOPHER LYNN",864-371-3133,CPAGLIARO@TWAFSC.ORG,CPAGLIARO@TWAFSC.ORG,CRC-1492,05/31/2026,Greenville / Non-Profit Corporation,1500 TRAILHEAD CT,GREENVILLE,SC,29617-6226,UPSTATE SENIOR LIVING INC,Y,Y,,,64,,,,368131.412,3866866.218
Community Residential Care Facilities,11635,IVORY'S LOVING CARE RESIDENTIAL FACILITY,2827 SPRUILL AVE,NORTH CHARLESTON,SC,29405-8050,843-745-2339,"SANDERS, JUANITA",843-745-2339,SISTERSANDERS@COMCAST.NET,SISTERSANDERS@COMCAST.NET,CRC-1383,04/30/2026,Charleston / Partnership,2827 SPRUILL AVE,NORTH CHARLESTON,SC,29405-8050,JUANITA SANDERS & GENEVA NELSON,N,N,,,7,,,,595394.636,3638522.543
Community Residential Care Facilities,11637,MARY'S HOME CARE,224 WARD LOOP,HEMINGWAY,SC,29554-3415,843-558-0953,"HOLMES, MARY W.",843-558-9053,MARYSHOMECARE1@GMAIL.COM,MARYSHOMECARE1@GMAIL.COM,CRC-1505,05/31/2026,Georgetown / Sole Proprietorship,224 WARD LOOP,HEMINGWAY,SC,29554-3415,"HOLMES, MARY W.",N,N,,,21,,,,654040.53,3730489.684
Community Residential Care Facilities,11642,SANDERS CRCF,625 CHESTERFIELD ST,AIKEN,SC,29801-4053,803-642-1044,"ROBINSON, CHIQUITTA L.",803-290-2782,CROBINSON@AIKENTDC.ORG,,CRC-1430,02/28/2026,Aiken / Corporation,PO BOX 698,AIKEN,SC,29802-0698,TRI-DEVELOPMENT CENTER OF AIKEN COUNTY INC,N,N,,,8,,,,433714.853,3714837.257
