License/Exemption Number,Facility/Camp Name,Facility/Camp License Type,Facility Address,City,County,Phone,Zip Code,Capacity
AF250076582,Gatica AFC Home,ADULT FAMILY HOME (CAPACITY 1-6),"3047 E. Stanley Road ",Mount Morris,GENESEE,(810) 547-1834,48458,3
AS250084251,Gatti CLF Lochhead,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1011 Lochhead ",Flint,GENESEE,(810) 742-5107,48507,6
AS250084250,Gatti CLF Western Road,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5931 Western Road ",Flint,GENESEE,(810) 736-0233,48506,6
AF130325043,Gatu Adult Foster Home,ADULT FAMILY HOME (CAPACITY 1-6),"2502 SW Capital Avenue ",Battle Creek,CALHOUN,(617) 680-6587,49015,4
AL690392652,Gaylord Comfort Care,ADULT LARGE GROUP HOME (CAPACITY 13-20),"1201 Village Parkway ",Gaylord,OTSEGO,(989) 448-7094,49735,20
AS730298050,Geddes Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"7741 Geddes Road ",Saginaw,SAGINAW,(989) 781-3419,48609,6
AF470071116,Geer Adult Foster Care,ADULT FAMILY HOME (CAPACITY 1-6),"7988 Sharpe Road ",Fowlerville,LIVINGSTON,(517) 915-8809,48836,6
AS820304389,Gee's Place Adult Foster Care,ADULT SMALL GROUP HOME (CAPACITY 1-6),"15315 Lindsay ",Detroit,WAYNE,(313) 779-1828,48227,6
AM250418778,Genesee Health System Behavioral Health Urgent Car,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"1040 W Bristol Road ",Flint,GENESEE,(810) 496-5510,48507,8
AS820383852,Genesee Manor 2,ADULT SMALL GROUP HOME (CAPACITY 1-6),"29825 Joy Road ",Westland,WAYNE,(313) 949-2501,48185,6
AS820384154,Genesee Manor I,ADULT SMALL GROUP HOME (CAPACITY 1-6),"30002 Saint Martins ",Livonia,WAYNE,(248) 426-0735,48152,6
AS630412070,Genesis Adult Foster Care Home I,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1635 Millard Ave. ",Madison Hts.,OAKLAND,(248) 635-7685,48071,6
AS500389749,Genesis Adult Foster Care Home II,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3580 Fox Hill ",Sterling Heights,MACOMB,(248) 635-7685,48310,6
AS630394526,Genesis Adult Foster Care Home III,ADULT SMALL GROUP HOME (CAPACITY 1-6),"29140 Murray Crescent Dr ",Southfield,OAKLAND,(248) 635-7685,48076,6
AS630398410,Genesis Adult Foster Care Home IV,ADULT SMALL GROUP HOME (CAPACITY 1-6),"4906 Danbury Dr ",Troy,OAKLAND,(248) 635-7685,48085,6
AF250365608,Genesis AFC,ADULT FAMILY HOME (CAPACITY 1-6),"7142 N Bray Road ",Mt Morris,GENESEE,(810) 686-7514,48458,4
AM320379300,Genesis CLF,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"4440 Washington ",Ubly,HURON,(989) 658-8721,48475,7
AS630412279,Genesis Home - Rochester Hills,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2609 Stonebury Dr. ",Rochester Hills,OAKLAND,(248) 250-6575,48307,6
AS500414302,Genesis Home-Warren,ADULT SMALL GROUP HOME (CAPACITY 1-6),"28840 Roan Drive ",Warren,MACOMB,(586) 486-4097,48093,6
AF630417261,Genesis Senior Care- Troy,ADULT FAMILY HOME (CAPACITY 1-6),"775 Quill Creek Dr ",Troy,OAKLAND,(248) 251-2711,48085,5
AS500392683,Genesis Senior Home- Moravian,ADULT SMALL GROUP HOME (CAPACITY 1-6),"35500 Moravian Dr ",Sterling Heights,MACOMB,(248) 250-6575,48312,6
AS500418942,Genesis Senior Living-Shelby,ADULT SMALL GROUP HOME (CAPACITY 1-6),"46141 Gulliver Drive ",Shelby Township,MACOMB,(586) 488-2090,48315,6
AS500410114,Genesis Tender Care - Clinton Township,ADULT SMALL GROUP HOME (CAPACITY 1-6),"38128 Santa Anna St ",Clinton Township,MACOMB,(248) 251-2711,48036,6
AS240260286,Gentle Harbor Transition Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2677 Howard Rd ",Petoskey,EMMET,(231) 347-5444,49770,6
AS090064224,Georgetown,ADULT SMALL GROUP HOME (CAPACITY 1-6),"4784 Zielinski Lane ",Auburn,BAY,(989) 662-7047,48611,6
AS700266623,Georgetown Harmony Homes,ADULT SMALL GROUP HOME (CAPACITY 1-6),"8393 Tenth Avenue ",Jenison,OTTAWA,(616) 457-4654,49428-9232,6
AS700291038,Georgetown Harmony Homes II,ADULT SMALL GROUP HOME (CAPACITY 1-6),"7253 Sagerose Dr. ",Hudsonville,OTTAWA,(616) 662-4377,49426,6
AS700398607,Georgetown Harmony Homes III,ADULT SMALL GROUP HOME (CAPACITY 1-6),"6932 High Meadow Drive ",Hudsonville,OTTAWA,(616) 379-5264,49426,6
AS700401930,Georgetown Harmony Homes IV,ADULT SMALL GROUP HOME (CAPACITY 1-6),"6951 High Meadow Dr. ",Hudsonville,OTTAWA,(616) 226-3473,49426,6
AL700289600,Georgetown Manor - East,ADULT LARGE GROUP HOME (CAPACITY 13-20),"141 Port Sheldon Road ",Grandville,OTTAWA,(616) 457-3050,49418,20
AL700289601,Georgetown Manor - West,ADULT LARGE GROUP HOME (CAPACITY 13-20),"141 Port Sheldon Road ",Grandville,OTTAWA,(616) 457-3050,49418,20
AS730272460,Gera Road Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"13429 Gera Road ",Birch Run,SAGINAW,(989) 624-4063,48415,6
AS250378488,Geralyn's Assisted Living,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3510 E. Carpenter Rd. ",Flint,GENESEE,(810) 394-6955,48506,4
AF590409770,Gibbons AFC,ADULT FAMILY HOME (CAPACITY 1-6),"1850 W Michigan Ave ",Edmore,MONTCALM,(989) 762-3033,48829,4
AF410402484,Giddings AFC,ADULT FAMILY HOME (CAPACITY 1-6),1 1531 Giddings Ave,Grand Rapids,KENT,(269) 447-5460,49507,6
AS410414693,Giddings AFC II,ADULT SMALL GROUP HOME (CAPACITY 1-6),Apt 1 1676 Summerfield St. SE,Kentwood,KENT,(269) 447-5460,49508,6
AS410418873,Giddings AFC III,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1518 Forrester St SE ",Grand Rapids,KENT,(269) 447-5460,49508,6
AS500390452,Gilbert Group Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"31751 Gilbert ",Warren,MACOMB,(586) 978-7741,48093,6
AS330011147,Gilcrest Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1410 Gilcrest ",East Lansing,INGHAM,(517) 346-9596,48823,6
AS110075130,Gilead Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"4790 Scottdale Road ",Saint Joseph,BERRIEN,(269) 428-2238,49085,6
AS630418299,Gill Crest,ADULT SMALL GROUP HOME (CAPACITY 1-6),"23825 Gill ",Farmington,OAKLAND,(734) 646-1603,48335,6
AS630012584,Gilsam Group Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1896 Gilsam ",Rochester Hills,OAKLAND,(248) 852-1367,48309,6
AF130419260,Gilvine Homes,ADULT FAMILY HOME (CAPACITY 1-6),"194 Garfield Ave ",Battle Creek,CALHOUN,(269) 425-2865,49037,4
AS630337955,Girum AFC Home LLC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"124 Whittemore ",Pontiac,OAKLAND,(248) 481-9567,48342,6
AS630337953,Girum AFC LLC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"97 Cottage ",Pontiac,OAKLAND,(248) 481-8926,48342,6
AS630282446,Glasgow,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5710 Glasgow ",Troy,OAKLAND,(248) 828-2947,48085,6
AF810006389,Glastonbury Adult Foster Care,ADULT FAMILY HOME (CAPACITY 1-6),"1433 Glastonbury ",Ann Arbor,WASHTENAW,(734) 995-5766,48103,4
AH820372250,Glen Abbey Assisted Living,HOMES FOR THE AGED,"445 North Lotz Road ",Canton,WAYNE,(734) 981-9224,49512,64
AS110295951,Glen Haven AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3786 Glen Haven Rd. ",St. Joseph,BERRIEN,(269) 429-5249,49085,6
AS110010331,Glen Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2137 Glen Drive ",Benton Harbor,BERRIEN,(269) 926-7273,49022,6
AS820415653,Glendale A.F.C.,ADULT SMALL GROUP HOME (CAPACITY 1-6),"20505 Lauder ",Detroit,WAYNE,(313) 355-6121,48235,6
AS810409532,Glengarry,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3800 Gelngarry ",Ann Arbor,WASHTENAW,(734) 239-9187,48105,6
AS630067414,Glenridge Court,ADULT SMALL GROUP HOME (CAPACITY 1-6),"24031 Glen Ridge Court ",Novi,OAKLAND,(248) 302-1918,48375,6
AF610395832,Glenside Manor AFC,ADULT FAMILY HOME (CAPACITY 1-6),"2479 Hadden ",Muskegon,MUSKEGON,(231) 759-0453,49441,6
AS730287264,Glenvale,ADULT SMALL GROUP HOME (CAPACITY 1-6),"7026 Shattuck ",Saginaw,SAGINAW,(989) 790-2322,48603,6
AS820091936,Glenwood Group Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"38528 Glenwood ",Westland,WAYNE,(734) 729-3861,48186,6
AS820068803,Glenwood Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"29803 Glenwood ",Inkster,WAYNE,(734) 721-5552,48141,6
AS330418505,Glorify,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1728 Teel Ave ",Lansing,INGHAM,(517) 489-2729,48910,4
AF700391966,Glory Care,ADULT FAMILY HOME (CAPACITY 1-6),"9330 Southwind Dr. ",Zeeland,OTTAWA,(646) 462-5232,49464,6
AS820290094,Glory Residence,ADULT SMALL GROUP HOME (CAPACITY 1-6),"15515 Robson St. ",Detroit,WAYNE,(313) 408-3227,48227,6
AS820290669,Glynn Court Residential Care,ADULT SMALL GROUP HOME (CAPACITY 1-6),"602 Glynn Ct. ",Detroit,WAYNE,(313) 826-1140,48202,5
AS390419249,God's Will AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"7607 Arborcrest Street ",Portage,KALAMAZOO,(269) 873-4532,49024,6
AS140418428,Gods-Grace Assisted Living,ADULT SMALL GROUP HOME (CAPACITY 1-6),"610 Orchard St. ",Dowagiac,CASS,(269) 414-8013,49047,6
AS500366930,Golden AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5640 Meadow View St. ",Sterling Heights,MACOMB,(586) 264-8524,48310,6
AS390411503,"Golden AFC Homes, Denway",ADULT SMALL GROUP HOME (CAPACITY 1-6),"1107 Denway ",Kalamazoo,KALAMAZOO,(269) 365-0002,49008,4
AF390413555,"Golden AFC Homes, Landsdowne",ADULT FAMILY HOME (CAPACITY 1-6),"324 Landsdowne Ave ",Portage,KALAMAZOO,(269) 532-1035,49002,6
AS230418724,Golden Days Haven AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1493 N. Cochran Ave ",Charlotte,EATON,(517) 543-9626,48813,6
AS230075992,Golden Days II,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1493 N Cochran ",Charlotte,EATON,(517) 543-9626,48813,6
AS630417897,"Golden Grace, LLC",ADULT SMALL GROUP HOME (CAPACITY 1-6),"6449 Rutledge Park Dr. ",West Bloomfield,OAKLAND,(248) 431-8588,48322,6
AS500337345,Golden Haven Foster Home Warren,ADULT SMALL GROUP HOME (CAPACITY 1-6),"28740 Roan Drive ",Warren,MACOMB,(586) 806-0528,48093,6
AS330418221,Golden Hearts,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3329 Westwood Ave ",Lansing,INGHAM,(517) 708-7107,48906,6
AS410419094,Golden Hearts 2,ADULT SMALL GROUP HOME (CAPACITY 1-6),"4179 Peshtigo Ct SW ",Grandville,KENT,(616) 608-5129,49418,6
AS410404640,GOLDEN HEARTS HOMECARE,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5073 N. Oakvale Ct SW ",Wyoming,KENT,(616) 826-0278,49519,6
AM590393687,Golden Life Assisted Living #1,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"10710 Roy Drive ",Greenville,MONTCALM,(616) 263-7726,48838,12
AM590395969,Golden Life Assisted Living #2,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"503 W. Montcalm ",Greenville,MONTCALM,(616) 263-7726,48838,12
AL590398548,Golden Life Assisted Living #3,ADULT LARGE GROUP HOME (CAPACITY 13-20),"8675 S. Grow Road ",Greenville,MONTCALM,(616) 263-7726,48838,20
AL030404612,Golden Orchards I,ADULT LARGE GROUP HOME (CAPACITY 13-20),"2464 55th Street ",Fennville,ALLEGAN,(269) 561-4663,49408,20
AL030404608,Golden Orchards II,ADULT LARGE GROUP HOME (CAPACITY 13-20),"2464 55th Street ",Fennville,ALLEGAN,(269) 561-4663,49408,20
AS630411684,Golden Pines On Herbmoor,ADULT SMALL GROUP HOME (CAPACITY 1-6),"6131 Herbmoor ",Troy,OAKLAND,(248) 729-7133,48098,6
AS630407125,Golden Pines Senior Living,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3178 Daley Dr ",Troy,OAKLAND,(248) 266-2738,48083,6
AL110388345,Golden Shore,ADULT LARGE GROUP HOME (CAPACITY 13-20),"1564 N. M 63 ",Benton Harbor,BERRIEN,(269) 449-5400,49022,20
AS630418272,Golden Transition LLC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"32999 W. 14 Mile Rd ",Farmington Hills,OAKLAND,(313) 404-8985,48334,6
AM300302646,Golden Years AFC Homes Inc.,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"1885 S. Osseo Road ",Osseo,HILLSDALE,(517) 523-2100,49266,11
AM610282328,Golden Years Personal Care Home,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"6274 MacArthur Road ",Muskegon,MUSKEGON,(231) 788-2160,49442-9421,12
AS470093665,Golf Club Road Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2367 Golf Club Road ",Howell,LIVINGSTON,(517) 545-9921,48843,6
AS810412112,Golfview,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3630 Golfside ",Ypsilanti,WASHTENAW,(734) 434-4541,48197,6
AS630407499,Golfview Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"23010 Golfview Dr ",Southfield,OAKLAND,(248) 809-6353,48033,5
AS820405731,Good Care Home Care,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5807 Whitefield St. ",Dearborn Heights,WAYNE,(313) 929-5710,48127,3
AF630313888,Good Faith Manor,ADULT FAMILY HOME (CAPACITY 1-6),"18759 Greenwald ",Southfield,OAKLAND,(248) 632-3778,48075,6
AF820392532,Good Samaritan Family Care,ADULT FAMILY HOME (CAPACITY 1-6),"9651 Janet St ",Taylor,WAYNE,(313) 622-2401,48180,4
AS390417602,Good Samaritan West G. Ave,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2331 West G. Avenue ",Kalamazoo,KALAMAZOO,(269) 341-3195,49006,6
AS820418171,Good Touch Group Home LLC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"21071 Tiffany Dr ",Woodhaven,WAYNE,(734) 304-4984,48183,6
AF720361039,Goodens Lakeview AFC,ADULT FAMILY HOME (CAPACITY 1-6),"901 Iroquois Ave ",Prudenville,ROSCOMMON,(989) 366-5983,48651,6
AM250402026,Goodrich North,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"7280 State Rd. ",Goodrich,GENESEE,(810) 636-9372,48438,12
AM250402027,Goodrich South,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"7290 State Rd. ",Goodrich,GENESEE,(810) 877-6932,48438,12
AS560404325,Goretti AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"4303 Linden Dr ",Midland,MIDLAND,(989) 400-5367,48640,6
AF690005195,Gottschalk Family AFC Home,ADULT FAMILY HOME (CAPACITY 1-6),"507 N Court Street ",Gaylord,OTSEGO,(989) 732-1691,49735,5
AS410363929,Grace,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2260 Peerpoint SE ",Caledonia,KENT,(616) 490-3684,49316,6
AF700382447,GRACE AFC HOME,ADULT FAMILY HOME (CAPACITY 1-6),"13156 Indigo Ct. ",Holland,OTTAWA,(718) 666-8564,49424,6
AS820370081,Grace at Ecorse,ADULT SMALL GROUP HOME (CAPACITY 1-6),"44257 Ecorse Rd ",Belleville,WAYNE,(734) 325-7894,48111,6
AS630305917,Grace Avenue,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1916 Grace Avenue ",Rochester Hills,OAKLAND,(248) 844-2553,48309,6
AS820383000,Grace Gardens,ADULT SMALL GROUP HOME (CAPACITY 1-6),"6573 Deering Street ",Garden City,WAYNE,(734) 338-9986,48135,6
AS250419225,Grace Haven,ADULT SMALL GROUP HOME (CAPACITY 1-6),"11185 North Jennings Road ",Clio,GENESEE,(810) 893-8751,48420,6
AL190414603,Grace Haven Assisted Living - Specialized Care,ADULT LARGE GROUP HOME (CAPACITY 13-20),"1507 Glastonbury Drive ",St. Johns,CLINTON,(989) 224-1650,48879,20
AL190414602,Grace Haven Assisted Living - Supportive Care,ADULT LARGE GROUP HOME (CAPACITY 13-20),"1507 Glastonbury Drive ",St. Johns,CLINTON,(989) 224-1650,48879,20
AL830419729,Grace Haven Senior Living LLC,ADULT LARGE GROUP HOME (CAPACITY 13-20),"5191 N 41 1/2 Rd ",Manton,WEXFORD,(231) 824-7770,49663,20
AS820286968,Grace Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3509 Isabelle ",Inkster,WAYNE,(734) 895-3313,48141,6
AS410417100,Grace Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1794 Mayflower  Dr SW ",Wyoming,KENT,(616) 856-9191,49519,6
AS130010444,Grace Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1215 Fitch Street ",Albion,CALHOUN,(517) 629-6859,49224,6
AF820361096,Grace HomeCare,ADULT FAMILY HOME (CAPACITY 1-6),"36457 Ann Arbor Trail ",Livonia,WAYNE,(586) 741-1172,48150,6
AF630339228,Grace Of Heaven,ADULT FAMILY HOME (CAPACITY 1-6),"1764 Poppleton Drive ",West Bloomfield,OAKLAND,(313) 729-5745,48324,6
AS820396889,Grace Point,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1990 E William Circle ",Westland,WAYNE,(734) 799-2256,48186,5
AS820417898,Grace Point 2,ADULT SMALL GROUP HOME (CAPACITY 1-6),"45191 Jeanette Ave ",Van Bure Twp,WAYNE,(734) 799-2256,48111,6
AS630289048,Grace Rae's Place,ADULT SMALL GROUP HOME (CAPACITY 1-6),"30292 Grace Rae Ct. ",New Hudson,OAKLAND,(248) 486-9322,48165,6
AS390416253,Grace Valley,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3530 Douglas Ave ",Kalamazoo,KALAMAZOO,(269) 254-8944,49004,6
AS820417600,Graceful Touch Eldercare,ADULT SMALL GROUP HOME (CAPACITY 1-6),"9476 Southworth ",Plymouth,WAYNE,(313) 401-8594,48170,6
AS610396431,Graceland,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1775 Seminole Rd. ",Norton Shores,MUSKEGON,(231) 894-5044,49441,6
AS630410576,Graceland Residential LLC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"24220 Church Street ",Oak Park,OAKLAND,(248) 722-6958,48237,6
AS820353056,Graceville Manor,ADULT SMALL GROUP HOME (CAPACITY 1-6),"7786 Canterbury Dr. ",Romulus,WAYNE,(313) 408-3227,48174,6
AS330264641,Gracious AFC Home II,ADULT SMALL GROUP HOME (CAPACITY 1-6),"720/722 N. Sycamore ",Lansing,INGHAM,(517) 371-2625,48906,6
AS330272443,Gracious AFC I Inc.,ADULT SMALL GROUP HOME (CAPACITY 1-6),"733 Wisconsin Avenue ",Lansing,INGHAM,(517) 485-0989,48915,6
AS250393537,Graham AFC LLC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5308 W Frances Rd ",Clio,GENESEE,(810) 687-0566,48420,6
AS250010707,Granada House,ADULT SMALL GROUP HOME (CAPACITY 1-6),"7088 Granada Lane ",Flint,GENESEE,(810) 635-3642,48532,6
AS580016083,Granby AIS Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1400 Granby Street ",Temperance,MONROE,(734) 847-6835,48182,6
AS820415081,Grand,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3000 West Grand Street ",Detroit,WAYNE,(313) 355-7059,48238,4
AS630383150,Grand 1,ADULT SMALL GROUP HOME (CAPACITY 1-6),"28860 Balmoral Way ",Farmington Hills,OAKLAND,(248) 559-5000,48334,4
AL250390289,Grand Blanc Fields Assisted Living,ADULT LARGE GROUP HOME (CAPACITY 13-20),"12628 Pagels Drive ",Grand Blanc,GENESEE,(810) 606-0823,48439,20
AH410398724,Grand Brook Memory Care,HOMES FOR THE AGED,"5281 Wilson Avenue ",Wyoming,KENT,(317) 914-2357,49418,44
AS630399884,Grand Oak Senior Living,ADULT SMALL GROUP HOME (CAPACITY 1-6),"28207 Grand Duke Dr. ",Farmington Hills,OAKLAND,(248) 217-6864,48334,6
AH700299440,Grand Pines Assisted Living Center,HOMES FOR THE AGED,"1410 S. Ferry St. ",Grand Haven,OTTAWA,(616) 850-2150,49417,177
AS030369569,Grand Street,ADULT SMALL GROUP HOME (CAPACITY 1-6),"630 Grand Street ",Allegan,ALLEGAN,(269) 762-2969,49010,6
AS820316567,Grand Style Home Living,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2455 W. Grand Street ",Detroit,WAYNE,(313) 365-7162,48238,5
AS820013774,Grand Traverse AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"31755 Grand Traverse ",Westland,WAYNE,(734) 728-5887,48185,6
AH410384010,Grand Village Assisted Living,HOMES FOR THE AGED,"3939 44th Street SW ",Grandville,KENT,(616) 261-2610,49418,72
AL130363312,Grand Vista Of Marshall,ADULT LARGE GROUP HOME (CAPACITY 13-20),"208 Winston Drive ",Marshall,CALHOUN,(517) 227-4055,49068,20
AL130389471,Grand Vista Of Marshall 2,ADULT LARGE GROUP HOME (CAPACITY 13-20),"206 Winston Court ",Marshall,CALHOUN,(269) 248-6226,49068,20
AL330267336,Grandhaven Living Center 1 (Lighthouse),ADULT LARGE GROUP HOME (CAPACITY 13-20),"3135 W. Mount Hope Avenue ",Lansing,INGHAM,(517) 485-5966,48911,20
AL330237775,Grandhaven Living Center 2 (Pier),ADULT LARGE GROUP HOME (CAPACITY 13-20),"3145 W Mt Hope Avenue ",Lansing,INGHAM,(517) 485-5966,48911,20
AL330378741,Grandhaven Living Center 3 (Harbor),ADULT LARGE GROUP HOME (CAPACITY 13-20),"3145 West Mt. Hope ",Lansing,INGHAM,(517) 485-5966,48911,20
AL330237781,Grandhaven Living Center 4- Boardwalk,ADULT LARGE GROUP HOME (CAPACITY 13-20),"3155 W. Mount Hope Avenue ",Lansing,INGHAM,(517) 485-5966,48911,20
AL330268975,Grandhaven Living Center 5 (Cottage),ADULT LARGE GROUP HOME (CAPACITY 13-20),"3165 W. Mount Hope Avenue ",Lansing,INGHAM,(517) 485-5966,48911,20
AS820406885,Grandma's House on Birwood,ADULT SMALL GROUP HOME (CAPACITY 1-6),"12651 Birwood ",Detroit,WAYNE,(313) 340-2739,48238,4
AS820418782,Grandma's House On Monte Vista,ADULT SMALL GROUP HOME (CAPACITY 1-6),"12645 Monte Vista St ",Detroit,WAYNE,(313) 779-0758,48238,4
AS470391531,Grandpa's House,ADULT SMALL GROUP HOME (CAPACITY 1-6),"9162 Parshallville Road ",Fenton,LIVINGSTON,(810) 869-3556,48430,6
AF530237883,Grandview AFC,ADULT FAMILY HOME (CAPACITY 1-6),"306 East Fifth Street ",Scottville,MASON,(231) 757-0532,49454,6
AS630313915,Granger Group Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"4575 Granger ",Oxford,OAKLAND,(248) 628-0055,48371,6
AF470264263,Granny's Delight,ADULT FAMILY HOME (CAPACITY 1-6),"1661 Old U.S. 23 ",Brighton,LIVINGSTON,(810) 227-5237,48114,5
AS250339782,Granny's Place,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3314 Hampshire Avenue ",Flint,GENESEE,(810) 610-0656,48504,6
AS810416767,Grant House,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2500 Grant Dr. ",Ann Arbor,WASHTENAW,(734) 975-1514,48108,6
AM590269332,Grateful Hearts AFC,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"6523 N. Sheridan Rd. ",Edmore,MONTCALM,(989) 304-3419,48829,12
AF630391555,Graves CTH,ADULT FAMILY HOME (CAPACITY 1-6),"16065 Fish Lake Road ",Holly,OAKLAND,(248) 240-7566,48442,4
AS130069760,Great Lakes Afc #1,ADULT SMALL GROUP HOME (CAPACITY 1-6),"207 North Avenue ",Battle Creek,CALHOUN,(269) 962-0908,49017,6
AS410418898,Great Lakes State Homes-Burlingame,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3983 Burlingame Ave SW ",Wyoming,KENT,(616) 916-0202,49509,3
AS390402971,Greater Heights Adult Foster Care,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3916 Oakland Drive ",Kalamazoo,KALAMAZOO,(269) 873-4532,49008,5
AS470312590,Green Acres,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5385 Green Road ",Fenton,LIVINGSTON,(810) 459-6232,48430,6
AG280278926,Green Acres,ADULT CONGREGATE FACILITY (CAPACITY > 20),"127 W. Potter Road ",Traverse City,GRAND TRAVERSE,(231) 947-7055,49696,32
AL410311105,Green Acres Lowell,ADULT LARGE GROUP HOME (CAPACITY 13-20),"11530 Fulton Street East ",Lowell,KENT,(616) 987-9115,49331,20
AM410336052,Green Acres Lowell II,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"11534 Fulton St. ",Lowell,KENT,(616) 987-9115,49331,12
AL330314460,Green Acres Mason,ADULT LARGE GROUP HOME (CAPACITY 13-20),"1027 E. Ash Street ",Mason,INGHAM,(517) 676-1484,48854,20
AL370337347,Green Acres Mt. Pleasant I,ADULT LARGE GROUP HOME (CAPACITY 13-20),"1805 E. Remus Road ",Mt. Pleasant,ISABELLA,(989) 772-3456,48858,20
AM370337354,Green Acres Mt. Pleasant II,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"1807 E. Remus Road ",Mt. Pleasant,ISABELLA,(989) 772-3456,48858,12
AL700380147,Green Acres of Allendale,ADULT LARGE GROUP HOME (CAPACITY 13-20),"11289 Commerce Drive ",Allendale,OTTAWA,(616) 892-1200,49401,20
AM830281261,Green Acres of Cadillac II,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"237 Pearl Street ",Cadillac,WEXFORD,(231) 775-5300,49601,12
AL410384428,Green Acres of Cedar Springs,ADULT LARGE GROUP HOME (CAPACITY 13-20),"420 Main Street ",Cedar Springs,KENT,(616) 439-3213,49319,20
AM410384427,Green Acres of Cedar Springs II,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"426 Main Street ",Cedar Springs,KENT,(616) 439-3213,49319,12
AL620366250,Green Acres of Fremont,ADULT LARGE GROUP HOME (CAPACITY 13-20),"801 E. Main Street ",Fremont,NEWAYGO,(231) 335-2060,49412,20
AL620393695,Green Acres Of Fremont II,ADULT LARGE GROUP HOME (CAPACITY 13-20),"803 E. Main St ",Fremont,NEWAYGO,(231) 335-2060,49412,20
AL590279843,Green Acres of Greenville,ADULT LARGE GROUP HOME (CAPACITY 13-20),"1601 Winter Creek Court ",Greenville,MONTCALM,(616) 754-8850,48838,20
