OBJECTID,Name of Facility,Location Street,Location City,Location State,ZIP Code,Facility #,Admin Name & Phone,Facility Email,Fac. Cont. Email,License / Expiration,County / Ownership Type,Mailing Address,Mailing City,Mailing State,Mailing ZIP,Licensee,Alzheimer Unit,Alzheimer Care,Number of Licensed Beds,x,y
13188,BECKMAN I CRCF,611 BECKMAN RD,COLUMBIA,SC,29203-3282,803-754-4221,"TURNER, SUSAN P. PH#: 803-754-4221",S.TURNER@CHESCOSERVICES.ORG,S.TURNER@CHESCOSERVICES.ORG,CRC-2239 / 12/31/2026,Richland / Sole Proprietorship,,,,,CHESCO SERVICES,N,N,6,500472.347,3771151.446
13195,M & M RESIDENTIAL CARE HOME,408 GENEVA AVE,MARION,SC,29571-4416,843-423-0120,"GORDAN, TEQUILA S. PH#: 843-309-4150",TGORDONJONES@BOP.GOV,,CRC-2241 / 02/28/2026,Marion / Limited Liability,,,,,SC RESIDENTIAL CARE LLC,N,N,5,648287.891,3782560.228
13211,BROOKSTONE TERRACE OF SIMPSONVILLE,645 SCUFFLETOWN RD,SIMPSONVILLE,SC,29681,864-962-3038,"GROTE, EMILY K. PH#: 864-804-8103",EGROTE@BSTFAMILY.COM,,CRC-2242 / 02/28/2026,Greenville / Limited Liability,,,,,BROOKSTONE TERRACE OF SIMPSONVILLE LLC,N,N,64,388785.341,3849896.5
13236,BECKMAN II CRCF,581 BECKMAN RD,COLUMBIA,SC,29203-3207,803-445-1695,"TURNER, SUSAN P. PH#: 803-754-4221",S.TURNER@CHESCOSERVICES.ORG,S.TURNER@CHESCOSERVICES.ORG,CRC-2244 / 12/31/2026,Richland / Sole Proprietorship,,,,,CHESCO SERVICES,N,N,6,500579.309,3771226.106
13239,SUNNY PINES RESIDENTIAL CARE FACILITY LTD CO,108 GAPWAY RD,ANDREWS,SC,29510-6786,843-221-7436,"PAPILLION, GLORIA F. PH#: 843-221-7436",PAPION22@PEOPLEPC.COM,PAPION22@PEOPLEPC.COM,CRC-2246 / 05/31/2026,Williamsburg / Sole Proprietorship,,,,,SUNNY PINES RESIDENTIAL CARE FACILITY LTD CO,N,N,18,632694.747,3703991.743
13254,DOMINION SENIOR LIVING AT PATRICK SQUARE,100 PERSHING AVE,CLEMSON,SC,29631,864-722-2811,"PEPPER, CHRISTOPHER C. PH#: 864-722-2811",CHRISP@DOMINIONSENIORLIVING.COM,CHRISP@DOMINIONANDERSON.COM,CRC-2248 / 03/31/2026,Pickens / Limited Liability,,,,,DOMINION OF CLEMSON OPCO LLC,Y,Y,78,336392.949,3839386.655
13277,HELMS-GORDON RESIDENTIAL CARE HOME,714 FUNDERBURKE RD,FORT LAWN,SC,29714-8593,803-872-4253,"EXUM, BARBARA PH#: 843-293-8888",SOPRANO359@YAHOO.COM,,CRC-2251 / 07/31/2026,Chester / Limited Liability,,,,,HELMS GORDON LLC,N,N,32,508103.297,3838563.902
13286,COVENANT PLACE,2825 CARTER RD,SUMTER,SC,29150-1736,803-469-7007,"SUMTER, PRINSCILLIA PH#: 803-469-7007",DIRECTOR@COVENANTPLACE.ORG,,CRC-2257 / 03/31/2026,Sumter / ,,,,,SUMTER OPCO LLC,Y,Y,70,554908.874,3757336.473
13294,HILLS OF CUMBERLAND VILLAGE,3215 WISE CREEK LN,AIKEN,SC,29801-2534,803-641-8444,"MURRAY, JOI PH#: 864-348-7433",JMURRAY@GOLDENBELLSENIORLIVING.COM,JBEE14@YAHOO.COM,CRC-2262 / 12/31/2026,Aiken / Limited Liability,,,,,CUMBERLAND VILLAGE-HILLS OPERATOR LLC,N,N,34,428165.422,3713400.608
13298,MARSH AT CAROLINA PARK,3501 LIVELY LN,MOUNT PLEASANT,SC,29466,843-984-9050,"JUSTICE, AMEILIA PH#: 843-984-9050",AMY.JUSTICE@SSMGRP.COM,,CRC-2264 / 12/31/2025,Charleston / Limited Liability,,,,,MARSH AT CAROLINA PARK LLC,Y,Y,97,614893.974,3639527.642
13303,HIGHLANDS SENIOR LIVING GASTON,3959 FISH HATCHERY RD,GASTON,SC,29053-9038,803-755-6541,"MIKA, KRISTIN PH#: 803-755-6541",KRISSY@HIGHLANDS.CARE,,CRC-2266 / 07/31/2026,Lexington / Limited Liability,,,,,KAYRAM ATLANTA LLC,N,N,92,486214.151,3744613.583
13314,PINES AT GREENVILLE,20 HAWTHORNE PARK CT,GREENVILLE,SC,29615-3194,864-288-6775,"JACKSON, CARRIE PH#: 864-288-6775",ED@PINESGREENVILLE.COM,,CRC-2267 / 09/30/2026,Greenville / Limited Liability,,,,,SC SENIOR 3 LLC,N,N,68,378344.319,3858774.248
13317,PATHS OF HOPE COMMUNITY RESIDENTIAL CARE,1004 RL COWARD RD,EASTOVER,SC,29044,803-776-4482,"BUSH, T'YREE PH#: 839-810-8841",PATHSOFHOPESC@GMAIL.COM,,CRC-2268 / 12/31/2025,Richland / Limited Liability,,,,,TY REE S BUSH,N,N,10,519798.839,3755578.236
13324,ART OF LIVING CRCF,534 WIL STEL RD,COLUMBIA,SC,29210-3967,803-401-5733,"ROUSE, MATRICE PH#: 803-513-0821",CBURGESS@ARTOFLIVINGSC.COM,,CRC-2269 / 06/30/2026,Richland / Partnership,,,,,ART OF LIVING COMMUNITY & SUPPORT SERVICS LLC,N,N,40,487611.973,3770225.825
13334,HARBORCHASE OF RIVERWALK,749 DUNKINS FERRY RD,ROCK HILL,SC,29730,803-393-2983,"WOOD, CHRYSTAL PH#: 803-325-1144",RIVERWALKED@HARBORCHASE.COM,CWOOD3@BROOKDALE.COM,CRC-2271 / 09/30/2026,York / Limited Liability,,,,,VOP HC RIVERWALK LLC,N,N,97,502404.004,3870167.451
13351,LAUREL CREST,100 JOSEPH WALKER DR,WEST COLUMBIA,SC,29169-6939,803-796-0370,"ROWLETTE-CARTER, CESSANDRA PH#: 803-796-0370",JIM.DEEL@LAURELCREST.ORG,,CRC-2272 / 01/31/2026,Lexington / Non-Profit Corporation,,,,,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,Y,Y,26,494070.711,3762540.533
13353,WESTSIDE RESIDENTIAL HOME,4112 HARTFORD ST,COLUMBIA,SC,29204-3025,803-786-7411,"MINGUS, KATHY L. PH#: 843-260-0864",KATHY.M@HIGHLANDS.CARE,KATHY.MINGUS@YAHOO.COM,CRC-2273 / 06/30/2026,Richland / Limited Liability,,,,,KAYRAM ATLANTA LLC,N,N,38,500601.536,3767929.652
13366,CARE WITH LOVE,3408 LENAPE ST,NORTH CHARLESTON,SC,29405-7777,843-744-0313,"FEILDS, HATTIE PH#: 843-425-4422",SHEILAPNELSON@GMAIL.COM,,CRC-2164 / 01/31/2026,Charleston / Sole Proprietorship,,,,,SHEILA NELSON,N,N,5,595682.076,3635664.031
13372,BISHOPVILLE MANOR,2779 HWY 15 N,BISHOPVILLE,SC,29010-7101,803-428-2222,TRACEY L COOPER PH#: 803-236-1415,BISHOPVILLEMANORRCF@GMAIL.COM,TRACEYLDUNN7@GMAIL.COM,CRC-2281 / 10/31/2026,Lee / Limited Liability,,,,,BISHOPVILLE MANOR MANAGEMENT GROUP LLC,N,N,44,576319.08,3791186.351
13373,MARY RCF #3,10219 FARROW RD,BLYTHEWOOD,SC,29016-9612,803-556-9813,MARY BACOTE PH#: 803-556-9813,MBACOTE69@GMAIL.COM,M.BACOTE@HOTMAIL.COM,CRC-2282 / 12/31/2026,Richland / Sole Proprietorship,,,,,MARY BACOTE,N,N,10,504204.213,3779194.093
13397,ROCK HILL GROVE SENIOR LIVING,1830 W MAIN ST,ROCK HILL,SC,29732-8965,803-980-4100,"ROBERTS HAHN, ELIZABETH PH#: 803-980-4100",LIBBY.HAHN@ROCKHILLGROVESENIORLIVING.COM,,CRC-2217 / 09/30/2026,York / Limited Liability,,,,,SH1 MAIN OPCO LLC,N,N,60,494266.147,3866573.555
13421,BEVID PLACE,2902 E MAIN ST EXT,SPARTANBURG,SC,29307,864-579-0086,"FRYE, LORAN PH#: 864-288-3331",LORANFRYE@BEVIDPLACE.COM,,CRC-2294 / 02/28/2026,Spartanburg / Limited Liability,,,,,BEVID PLACE LLC,Y,Y,113,421156.939,3871725.136
13427,PINES AT FLORENCE,3006 HOFFMEYER RD,FLORENCE,SC,29501-7551,843-292-0012,"ALVAREZ, MICHAEL PH#: 843-292-0012",MICHAEL@PINES-SENIORLIVING.COM,,CRC-2296 / 04/30/2026,Florence / Limited Liability,,,,,SC SENIOR 4 LLC,Y,Y,82,607122.296,3785574.641
13432,MAGNOLIA BRIDGE AT MURRELLS INLET,1056 TPC BLVD,MURRELLS INLET,SC,29576,843-865-2493,"WEAVER, KATHERINE PH#: 843-865-2493",KATHERINE.WEAVER@MAGNOLIABRIDGEATMURRELL,,CRC-2297 / 05/31/2026,Horry / Limited Liability,,,,,BFG COMPASS MURRELLS INLET PROPCO LLC,Y,Y,82,680365.334,3718115.366
13474,OAKS AT AIKEN,3400 WHISKEY RD,AIKEN,SC,29803,803-281-8600,"SANFORD, STACEY PH#: 843-770-0105",STACEY.SANFORD@OSLCARES.COM,,CRC-2301 / 12/31/2025,Aiken / Limited Liability,,,,,LOTUS PARK SENIOR LIVING-AIKEN LLC,Y,Y,81,435273.719,3705348.837
13500,KEOWEE SQUARE,475 ROCHESTER HWY,SENECA,SC,29672,864-886-0070,"WEBB, HEATHER OWENS PH#: 864-886-0070",HEATHER.WEBB@NAVIONSL.COM,,CRC-2304 / 06/30/2026,Oconee / Limited Liability,,,,,SENECA AL LLC,N,N,50,323466.754,3842620.504
13501,PINEWOOD SQUARE,101 CENTENNIAL BLVD,GOOSE CREEK,SC,29445-7079,843-569-2520,"SHEPHARD, HOPE M. PH#: 843-569-2520",HOPE.SHEPHERD@NAVIONSL.COM,,CRC-2306 / 06/30/2026,Berkeley / Limited Liability,,,,,GOOSE CREEK AL LLC,N,N,44,587216.587,3653580.183
13502,MANNING SQUARE,10 COMPANION CT,GREER,SC,29651-1288,864-989-0707,"MURPHY-DAVIS, TYQUANNA PH#: 864-288-3271",QUANNA.DAVIS@NAVIONSL.COM,,CRC-2307 / 06/30/2026,Greenville / Limited Liability,,,,,GREER AL LLC,N,N,44,387012.678,3868487.546
13503,LANGSTON SQUARE,939 SPRINGDALE DR,CLINTON,SC,29325-7266,864-833-0338,"MORGAN, MARY-ADDISON PH#: 864-833-0338",MARY.MORGAN@NAVIONSL.COM,,CRC-2308 / 06/30/2026,Laurens / Limited Liability,,,,,CLINTON AL LLC,N,N,44,420304.984,3813268.16
13505,HELENA SQUARE,1624 PARIS AVE,PORT ROYAL,SC,29935-2041,843-982-0233,"FENNELL, ERIC PH#: 843-342-5599",ERIC.FENNELL@NAVIONSL.COM,,CRC-2309 / 06/30/2026,Beaufort / Limited Liability,,,,,PORT ROYAL AL LLC,N,N,44,528952.839,3582822.903
13506,ASHLEY SQUARE,526 HALTIWANGER RD,GREENWOOD,SC,29649-1799,864-943-1933,"MOORE, BRENT PH#: 864-943-1933",BRENT.MOORE@NAVIONSL.COM,BMOORE@ENLIVANT.COM,CRC-2310 / 06/30/2026,Greenwood / Limited Liability,,,,,GREENWOOD AL LLC,N,N,44,393098.874,3788642.537
13507,CYPRESS SQUARE,205 MIDLAND PKWY,SUMMERVILLE,SC,29485-8104,843-875-7163,"HOOLEY, JOHANNA PH#: 973-521-1268",JOHNNA.HOOLEY@NAVIONSL.COM,,CRC-2311 / 06/30/2026,Dorchester / Limited Liability,,,,,SUMMERVILLE AL LLC,N,N,44,578343.879,3647837.455
13508,HAMMOND SQUARE,128 WALNUT LN,NORTH AUGUSTA,SC,29860-9206,803-441-8441,"SCIRCLE, RHETT M. PH#: 803-441-8441",RHETT.SCIRCLE@NAVIONSL.COM,,CRC-2312 / 06/30/2026,Aiken / Limited Liability,,,,,NORTH AUGUSTA AL LLC,N,N,44,412391.649,3715147.205
13509,A'LELIA RESIDENTIAL CARE,10 JACOB WHITE RD,YEMASSEE,SC,29945-7820,843-466-0356,"BELL, TROY A. PH#: 843-744-1765",ALELIARESIDENTIAL@GMAIL.COM,BACHBELL25@GMAIL.COM,CRC-2313 / 01/31/2026,Beaufort / Limited Liability,,,,,ALELIA CARE MANAGEMENT GROUP LLC,N,N,20,524825.413,3609064.486
13562,VICKERY PARKE,131 VICKERY DR,CENTRAL,SC,29630-8330,864-653-4674,"BRYANT, KELLY PH#: 864-638-5212",KELLY.BRYANT@VICKERYPARKEAL.COM,,CRC-2323 / 12/31/2025,Pickens / Limited Liability,,,,,VICKERY PARKE LLC,N,N,52,336004.55,3841969.526
13563,SUMTER TERRACE,1180 WILSON HALL RD,SUMTER,SC,29150-1738,803-469-4908,"EVANS, TAYLOR PH#: ",TAYLOR.EVANS1@SUMTERTERRACEAL.COM,,CRC-2325 / 12/31/2025,Sumter / Limited Liability,,,,,SUMTER TERRACE LLC,N,N,52,555343.475,3757174.735
13570,HIGHPOINT AT FORT MILL,5028 HOLLOWAY DR,FORT MILL,SC,29715,803-244-9115,"WALKER, LESLIE PH#: 803-244-9115",LWALKER@HIGHPOINTFORTMILL.COM,,CRC-2327 / 11/30/2026,York / Limited Liability,,,,,HC FORT MILL MANAGEMENT SC LLC,Y,Y,78,505612.485,3880341.411
13594,FORD MANOR,7631 RITTER RD,WALTERBORO,SC,29488,843-893-2273,"BEATON, PATRICIA PH#: 843-866-3494",FORDMANOR@LOWCOUNTRY.COM,PATFORD@LOWCOUNTRY.COM,CRC-2247 / 09/30/2026,Colleton / Sole Proprietorship,,,,,PATRICIA BEATON,N,N,10,536816.877,3631183.864
13612,CUMMINGS COMMUNITY RESIDENTIAL CARE HOME,2606 STARK LN,NORTH CHARLESTON,SC,29405-5537,843-747-7088,"CUUMMINGS, OLYMPIA PH#: 843-860-2340",OCUMMINGS03@COMCAST.NET,,CRC-2255 / 08/31/2026,Charleston / Limited Liability,,,,,CUMMINGS COMMUNITY RESIDENTIAL CARE HOME LLC,N,N,8,594476.734,3635354.893
13651,PALMETTO OAKS RESIDENTIAL CARE,206 S GUM ST,PAGELAND,SC,29728-2304,803-804-3244,"CATOE, SHERESA PH#: 803-804-3244",PALMETTOOAKS@SHTC.NET,,CRC-2245 / 10/31/2026,Chesterfield / Corporation,,,,,SCLR HOLDING LLC,N,Y,58,556249.878,3847948.644
13659,PORTSIDE AT GRANDE DUNES,901 PORTSIDE DR,MYRTLE BEACH,SC,29572,843-999-2494,"LUPIEN, DOROTHY D. PH#: 843-957-0811",DLUPIEN@PORTSIDEGRANDEDUNES.COM,,CRC-2259 / 02/28/2026,Horry / Limited Liability,,,,,CPF LIVING COMMUNITIES II-MYRTLE BEACH LLC,Y,Y,120,704304.913,3738569.799
13687,HITCHCOCK SQUARE,102 CREPE MYRTLE CT,AIKEN,SC,29803-7552,803-649-6439,"STEWARD, JASON PH#: 803-643-0073",JASON.STEWART@NAVIONSL.COM,,CRC-2305 / 06/30/2026,Aiken / Limited Liability,,,,,AIKEN AL LLC,N,N,44,431513.403,3708402.632
13689,FLORENCE PLACE ASSISTED LIVING & MEMORY CARE,1938 MOUNTAIN LAUREL DR,FLORENCE,SC,29505,843-665-7978,"HEDEGOR, LORIE PH#: 843-508-8511",LORIE.EDEGOR@FLORENCEPLACEAL.COM,,CRC-2315 / 09/30/2026,Florence / Limited Liability,,,,,FLORENCE PLACE ASSISTED LIVING & MEMORY CARE LLC,Y,Y,90,614796.305,3780409.763
13710,ANSLEY GLEN AT GREENWOOD,1408 PKWY RD,GREENWOOD,SC,29646-4043,864-223-2281,"MOON, AMANDA PH#: 254-383-4129",AMANDA.MOON@ANSLEYGLENGREENWOOD.COM,,CRC-2324 / 12/31/2025,Greenwood / Limited Liability,,,,,ANSLEY GLEN AT GREENWOOD LLC,N,N,52,393220.474,3781942.336
13753,PALMETTOS OF BLUFFTON,3035 OKATIE HWY,BLUFFTON,SC,29909-5101,843-707-9400,"WIEGAND, HEATHER PH#: 843-707-9400",HEATHER.WIEGAND@NHCCARE.COM,HEATHER.WIEGAND@NHCCARE.COM,CRC-1648 / 03/31/2026,Beaufort / Limited Liability Company (multiple member),3035 OKATIE HWY,BLUFFTON,SC,29909,PALMETTOS OF BLUFFTON LLC,Y,Y,88,499067.45,3566833.741
13765,ALSTONGREEN ASSISTED LIVING,1155 FLORENCE HWY,SUMTER,SC,29153,803-262-2625,"GREENE, SHIRLEY H. PH#: 803-934-6036",ALSTONGREEN1155@GMAIL.COM,SERENITYDAYPROGRAM@GMAIL.COM,CRC-2121 / 02/28/2026,Sumter / Limited Liability,,,,,ALSTONGREEN ASSISTED LIVING LLC,N,N,24,564311.101,3754621.207
13769,SPRING OAK CONWAY,2310 HWY 378,CONWAY,SC,29527,843-397-1010,"LODZINSKI, TISHA PH#: 843-397-1010",TISHA@SPRINGOAKLIVING.COM,,CRC-2342 / 02/28/2026,Horry / Limited Liability,,,,,SPRING OAK CONWAY LLC,N,Y,100,676706.165,3746447.434
13770,SPRING OAK LEXINGTON,5422 AUGUSTA RD,LEXINGTON,SC,29072-3892,803-520-5850,"SHULL, BRIAN PH#: ",BSHULL@SPRINGOAKLIVING.COM,,CRC-2343 / 02/28/2026,Lexington / Limited Liability,,,,,SPRING OAK LEXINGTON LLC,N,Y,90,479790.499,3759618.056
13771,SPRING OAK YORK,1020 CONGRESS ST,YORK,SC,29745,803-684-0183,"MELTON, CATHERINE NICOLE PH#: 803-770-5540",NMELTON@SPRINGOAKLIVING.COM,,CRC-2345 / 02/28/2026,York / Limited Liability,,,,,SPRING OAK YORK LLC,N,Y,143,479505.926,3873939.459
13793,FH&C RESIDENTIAL CARE,101 COE RD,ANDERSON,SC,29624,470-701-4741,"WINN, BARBARA W. PH#: 864-583-8818",0911BEAUTYJ@GMAIL.COM,,CRC-2169 / 10/31/2026,Anderson / Limited Liability,,,,,FH&C RESIDENTIAL CARE LLC,N,N,10,350501.368,3812823.261
13798,WILLIAMSBURG RESIDENTIAL CARE FACILITY,14 WRCF ST,KINGSTREE,SC,29556-2596,843-355-6214,"BURGESS, SANDI PH#: 843-355-6214",SANDYBURGESS98@YAHOO.COM,,CRC-2292 / 03/31/2026,Williamsburg / Limited Liability,,,,,DNS III LLC,N,N,24,609262.507,3727215.134
13839,CROSSINGS OF GEORGETOWN,2628 N FRASER ST,GEORGETOWN,SC,29440-6946,843-932-9112,"CISNEROS, JOAN PH#: 843-932-9112",JCISNEROS@ALGSENIOR.COM,,CRC-2328 / 04/30/2026,Georgetown / Limited Liability,,,,,GEORGETOWN OPCO II LLC,N,N,50,659410.407,3698170.579
13840,VIVA SENIOR LIVING AT EASLEY,123 COUCH LN,EASLEY,SC,29642-1916,864-859-3303,"DEGEAR, HARRY B. PH#: 864-859-3303",BRENT.DEGEAR@VIVASL.COM,,CRC-2331 / 11/30/2026,Pickens / Limited Liability,,,,,EASLEY AL OPCO LLC,N,N,56,357438.245,3854001.004
13844,BARCLAY HOUSE OF AIKEN,530 BENTON HOUSE WY,AIKEN,SC,29803,803-226-0838,"ALLENSWORTH, JENNIFER PH#: 854-400-6644",JENNIFER.ALLENSWORTH@QSLMSENIORLIVING.CO,,CRC-2344 / 04/30/2026,Aiken / Limited Liability,,,,,530 BENTON HOUSE WAY OPCO LLC,N,Y,100,430278.282,3706304.208
13845,OAKLEAF VILLAGE OF LEXINGTON,800 N LAKE DR,LEXINGTON,SC,29072-2903,803-808-3477,"ELLIOTT, ASHLEY PH#: 803-808-3477",AELLIOTT@LIBERTYSENIORLIVING.COM,AELLIOTT@OAKLEAFSENIORLIVING.COM,CRC-2347 / 04/30/2026,Lexington / Limited Liability,,,,,800 N LAKE OPCO LLC,N,Y,100,478705.478,3761275.889
13846,BROOKDALE BRUSHY CREEK,2010 BRUSHY CREEK RD,GREER,SC,29650-2614,864-244-9994,"HENDERSON, KIMONI PH#: 864-244-9994",KIM.HENDERSON@BROOKDALE.COM,,CRC-2349 / 02/28/2026,Greenville / Limited Liability,,,,,AHC STERLING HOUSE OF GREENVILLE LLC,N,N,52,382328.112,3862699.576
13849,LEGACY VILLAGE OF MURRELLS INLET,699 PRINCE CREEK PKWY,MURRELLS INLET,SC,29576,843-353-1525,"KOSTAL, LARRISA PH#: 843-353-1525",LKOSTAL@LEGACYMURRELLSINLET.NET,,CRC-2340 / 12/31/2025,Horry / Limited Liability,,,,,MURRELLS INLET SENIOR SERVICES LLC,N,N,110,681142.861,3717488.386
13865,SOUTHSIDE MANOR RESIDENTIAL CARE FACILITY,311 MANNING AVE,SUMTER,SC,29150,803-840-0287,"GOLDEN, IDA PH#: 803-840-0287",NUGGIE23@GMAIL.COM,,CRC-2199 / 04/30/2026,Sumter / Sole Proprietorship,,,,,MARION H NEWTON,N,N,6,560921.913,3752459.216
13866,GIVING DIGNITY AND SUPPORT,117 CHALK ST,EASTOVER,SC,29044,803-592-1028,"HAYES, TOWANA PH#: 803-353-2736",TOWANA_HAYES@ATT.NET,,CRC-2337 / 04/30/2026,Richland / Limited Liability,,,,,GDS ENTERPRISES LLC,N,N,10,528023.55,3748562.981
13899,BENCHMARK-COWPENS,204 GOFORTH AVE,COWPENS,SC,29330,864-406-0522,"SMAL, LUCY PH#: 864-585-0322",LUCY.SMAL@CHARLESLEA.ORG,,CRC-2319 / 05/31/2026,Spartanburg / Corporation,,,,,CHARLES LEA CENTER,N,N,12,426040.492,3876096.252
13944,SIX MILE RETIREMENT CENTER,120 S MAIN ST,SIX MILE,SC,29682-9332,864-868-9050,"HAMMERS, RANDY L. PH#: 864-868-9050",SIXMILERC@YAHOO.COM,SRETIREMENT@ATT.NET,CRC-2320 / 03/31/2026,Pickens / Sole Proprietorship,,,,,RANDY HAMMERS,N,N,41,333604.594,3852762.815
13945,MERIDIAN AT CAROLINA LAKES,8154 ENGLISH CLOVER LN,INDIAN LAND,SC,29707,803-590-7005,"BRAKEFIELD, MARY L. PH#: 803-389-1972",CAROLINALAKES.ED@MERIDIANSENIOR.COM,,CRC-2338 / 12/31/2026,Lancaster / Limited Liability,,,,,MSA FORT MILL OPERATING LLC,N,N,117,515169.421,3865974.384
13946,UNION ASSISTED LIVING,709 RICE AVE EXT,UNION,SC,29379,864-427-0306,"PATRIE, CHRISTOPHER PH#: 803-831-9900",CHRISTOPHER.PATRIE@UNIONPOSTACUTE.COM,CHRISTOPHER.PATRIE@HCR-MANORCARE.COM,CRC-2350 / 09/30/2026,Union / Limited Liability,,,,,UNION COMMUNITY HEALTHCARE LLC,N,N,40,440775.184,3841940.419
13949,WINDRUSH AT GARDEN CITY,11951 GRANDHAVEN DR,MURRELS INLET,SC,29576-7843,843-357-0200,"CONNOLLY, SCOTT PH#: 843-353-1525",SCOTT.CONNOLLY@WINDRUSHGARDENCITY.COM,,CRC-2363 / 05/31/2026,Horry / Limited Liability,,,,,WINDRUSH AT GARDEN CITY LLC,N,N,111,683286.148,3718143.239
13950,FOREST LAKE MANOR,4405 FOREST DR,COLUMBIA,SC,29206-3103,803-790-9800,"DENNIS, DORETHA L. PH#: 803-647-1152",DORTHEA.DENNIS@FORESTLAKEMANORSC.COM,DORETHA.DENNIS@SCDMH.ORG,CRC-2364 / 05/31/2026,Richland / Limited Liability,,,,,FOREST LAKE MANOR LLC,N,N,60,502170.64,3764537.343
13951,HARBOR COVE MEMORY CARE,48 MAIN ST,HILTON HEAD ISLAND,SC,29926-1647,843-896-3686,"CHEMFOR, RENEE PH#: 803-788-9555",RCHEMFOR@HARBORCOVEMC.COM,,CRC-2317 / 09/30/2026,Beaufort / Limited Liability,,,,,HILTON HEAD MEMORY CARE LLC,N,N,36,526651.368,3564712.062
13952,VILLAGE COVE ASSISTED LIVING,80 MAIN ST,HILTON HEAD ISLAND,SC,29926-2923,843-896-3686,"NAPOLITANO, JENNIFER PH#: 843-689-9143",JNAPOLITANO@VILLAGECOVEAL.COM,JNAPOLITANO@BROOKDALE.COM,CRC-2318 / 09/30/2026,Beaufort / Limited Liability,,,,,HILTON HEAD ASSISTED LIVING LLC,N,N,52,526451.292,3564533.393
14026,MARSH AT NORTH CHARLESTON,4550 GREAT OAK DR,NORTH CHARLESTON,SC,29418-5001,843-826-1180,"BLALOCK, MISTY A. PH#: 843-974-8559",ABLALOCK@THEFELLOWSHIPFAMILY.COM,,CRC-2238 / 07/31/2026,Charleston / Limited Liability,,,,,MARSH NORTH CHARLESTON AL LLC,N,N,70,587767.323,3637764.309
14062,WE CARE RESIDENTIAL,2370 WILLISTON RD,AIKEN,SC,29803-9100,803-652-3652,"PRESIDENT, TESSIE J. PH#: 843-459-2149",WECAREMANAGEMENTLLC@GMAIL.COM,PRESIDENTIALCRCF@GMAIL.COM,CRC-2336 / 09/30/2026,Aiken / Limited Liability,,,,,WE CARE MANAGEMENT GROUP LLC,N,N,55,435208.388,3695124.943
14092,L&B CARE HOME,3646 BARR WOODS RD,SALUDA,SC,29138-8191,864-993-3072,"GOLDMAN, ELIZABETH PH#: 864-993-3022",LBCAREHOME@GMAIL.COM,,CRC-2254 / 07/31/2026,Saluda / Corporation,,,,,L&B CARE HOME INC,N,N,24,430669.429,3764134.852
14134,KEMPTON OF ROCK HILL,1611 CONSTITUTION BLVD,ROCK HILL,SC,29732-3047,803-900-4125,"BATTISTELLI, LISA PH#: 803-981-6855",LBATTISTELLI@LIBERTYSENIORLIVING.COM,,CRC-2370 / 09/30/2026,York / Limited Liability,,,,,1611 CONSTITUTION BLVD TENANT LLC,Y,Y,110,495362.698,3867769.948
14150,LOVING THY NEIGHBOR RESIDENTIAL CARE,126 TOKEENA RD,SENECA,SC,29678,864-614-5337,"REID, ADRIAN PH#: 864-614-5337",ADRIAN.REID@CHARTER.NET,,CRC-2371 / 07/31/2026,Oconee / Limited Liability,,,,,LOVING THY NEIGHBOR RESIDENTIAL CARE LLC,N,Y,33,320109.995,3836694.416
14200,WHITE OAK ESTATES ASSISTED LIVING,400 WEBBER RD,SPARTANBURG,SC,29307-2400,864-579-7004,"HOWARD, KAYLA PH#: 864-558-0383",SKIBBE@WHITEOAKMANOR.COM,ED@MEMORYCAREOFGREENVILLE.COM,CRC-2368 / 08/31/2026,Spartanburg / Limited Liability,,,,,NHC ESTATES LLC,N,Y,45,420530.13,3870460.316
14285,VITALITY LIVING COLUMBIA,1951 CLEMSON RD,COLUMBIA,SC,29223,803-889-8444,"LEE-POTTER, KEARA PH#: ",KPOTTER@MYVITALITYLIVING.COM,KEARA.LEE@NAVIONSL.COM,CRC-2369 / 05/31/2026,Richland / Limited Liability,,,,,WCP CLEMSON ROAD OPCO LLC,Y,Y,118,505255.472,3777948.799
14335,BARCLAY AT LITTLE RIVER,2585 HWY 179,LITTLE RIVER,SC,29566,843-491-9290,"GRAHAM, DENISE J. PH#: 843-491-9290",ED.LITTLERIVER@BARCLAYSENIORLIVING.COM,,CRC-2377 / 01/31/2026,Horry / Limited Liability,,,,,2585 HWY 179 OPCO LLC,N,N,90,722994.257,3752656.855
14401,WOODLAND PLACE,850 JOHN B WHITE SR BLVD,SPARTANBURG,SC,29306-4034,864-576-8910,"DANIELS, OMAR PH#: 864-524-3404",DLITTLE3@MINDSPRING.COM,,CRC-2038 / 08/31/2026,Spartanburg / Limited Liability,850 JOHN B WHITE SR BLVD,SPARTANBURG,SC,29306-4034,MI WOODLAND PLACE LLC,Y,Y,108,412308.093,3865682.29
14532,JOSHUAS FOUNDATION,388 ELBOW CIR,RIDGEWAY,SC,29130,803-337-8701,"HAYES, TOWANA PH#: 803-337-8701",TOWANA_HAYES@ATT.NET,TOWANA_HAYSE@ATT.NET,CRC-0659 / 02/28/2026,Fairfield / Non-Profit Corporation,"388 ELBOW CIR, PO BOX 35",RIDGEWAY,SC,29130,JOSHUA'S FOUNDATION INC,N,N,20,505290.929,3795580.917
